ASX Code,Date,Price sens.,Headline
LOV,07/04/2025  4:50 pm,Â,Change in substantial holding  7  pages  369.7KB
DWG,07/04/2025  4:50 pm,Â,Change of Director's Interest Notice - IP  5  pages  213.5KB
BDT,07/04/2025  4:50 pm,Â,Notification of buy-back - BDT  7  pages  19.1KB
PTM,07/04/2025  4:49 pm,,Funds Under Management - March 2025  1  page  85.2KB
NSM,07/04/2025  4:48 pm,Â,Change of Director's Interest Notice - C Olsen  3  pages  664.8KB
ID8,07/04/2025  4:48 pm,Â,Application for quotation of securities - ID8  6  pages  18.4KB
LYK,07/04/2025  4:44 pm,Â,Change in substantial holding  3  pages  1.7MB
MX1,07/04/2025  4:44 pm,Â,Notification of cessation of securities - MX1  4  pages  14.7KB
SWF,07/04/2025  4:43 pm,Â,Change in substantial holding  4  pages  109.4KB
MUN,07/04/2025  4:38 pm,Â,mFund - Monthly Redemption Report - MUN01  1  page  83.3KB
PPT,07/04/2025  4:38 pm,Â,Ceasing to be a substantial holder for WHC  5  pages  546.9KB
WHC,07/04/2025  4:38 pm,Â,Ceasing to be a substantial holder from PPT  5  pages  546.9KB
MA1,07/04/2025  4:38 pm,Â,Daily Estimate NTA for 04.04.2025  1  page  140.7KB
TOK,07/04/2025  4:37 pm,Â,Notice of General Meeting/Proxy Form  24  pages  674.5KB
CTW,07/04/2025  4:37 pm,Â,CitiFirst MINIs Strike Changes effective 8 Apr 25  33  pages  2.9MB
CYL,07/04/2025  4:37 pm,Â,Application for quotation of securities - CYL  7  pages  21.2KB
ANN,07/04/2025  4:37 pm,Â,Change in substantial holding  4  pages  227.1KB
GSF,07/04/2025  4:37 pm,Â,mFund - Monthly Redemption Report - GSF08  1  page  108.6KB
DSE,07/04/2025  4:37 pm,Â,Change in substantial holding from MS  9  pages  716.5KB
GSF,07/04/2025  4:37 pm,Â,mFund - Monthly Redemption Report - GSF02  1  page  108.6KB
GSF,07/04/2025  4:36 pm,Â,mFund - Monthly Redemption Report - GSF01  1  page  108.4KB
IRE,07/04/2025  4:36 pm,Â,Notification regarding unquoted securities - IRE  5  pages  16.8KB
CTW,07/04/2025  4:36 pm,Â,CitiFirst Instalment MINI Strike Changes effective 8 Apr 25  10  pages  1.1MB
IRE,07/04/2025  4:36 pm,Â,Notification of cessation of securities - IRE  4  pages  15.6KB
CTW,07/04/2025  4:36 pm,Â,CitiFirst MINIs Stop Loss Trigger Event 7 April 2025  3  pages  96.7KB
W2V,07/04/2025  4:34 pm,Â,Notice of General Meeting/Proxy Form  60  pages  1.1MB
DYL,07/04/2025  4:34 pm,Â,Application for quotation of securities - DYL  6  pages  18.4KB
TCF,07/04/2025  4:32 pm,Â,Update - Dividend/Distribution - TCF  27  pages  291.6KB
RZI,07/04/2025  4:29 pm,Â,Change of Director's Interest Notice  3  pages  281.5KB
EGN,07/04/2025  4:29 pm,Â,Change in substantial holding  4  pages  117.0KB
OSX,07/04/2025  4:27 pm,,Further Drawdown of T1 of the Redeemable Convertible Notes  3  pages  624.5KB
DYL,07/04/2025  4:26 pm,Â,Issue of Securities  1  page  116.3KB
CYL,07/04/2025  4:23 pm,Â,Application for quotation of securities - CYL  7  pages  20.4KB
QML,07/04/2025  4:18 pm,Â,Replacement - Drilling Rig Mobilises to Develin Creek  18  pages  1.9MB
IBX,07/04/2025  4:18 pm,Â,Application for quotation of securities - IBX  21  pages  419.2KB
ADR,07/04/2025  4:16 pm,Â,Notification of cessation of securities - ADR  4  pages  15.4KB
ST1,07/04/2025  4:13 pm,Â,Change of Director's Interest Notice  5  pages  387.2KB
CY5,07/04/2025  4:12 pm,Â,Notification of cessation of securities - CY5  6  pages  18.5KB
PIC,07/04/2025  4:05 pm,Â,Daily Net Tangible Asset Statement  1  page  232.2KB
CR3,07/04/2025  4:01 pm,Â,Application for quotation of securities - CR3  6  pages  18.7KB
MAH,07/04/2025  4:00 pm,Â,Notification of cessation of securities - MAH  4  pages  14.8KB
RWD,07/04/2025  3:57 pm,Â,Proposed issue of securities - RWD  5  pages  17.2KB
MAH,07/04/2025  3:57 pm,Â,Notification regarding unquoted securities - MAH  5  pages  16.8KB
ORN,07/04/2025  3:55 pm,Â,Notification of cessation of securities - ORN  4  pages  15.3KB
IMA,07/04/2025  3:55 pm,Â,Update - Notification of buy-back - IMA  6  pages  17.6KB
NMR,07/04/2025  3:53 pm,Â,Change in substantial holding  2  pages  381.2KB
OPH,07/04/2025  3:51 pm,Â,Weekly NTA 04.04.2025  1  page  140.8KB
IMA,07/04/2025  3:50 pm,Â,Update - Notification of buy-back - IMA  6  pages  18.0KB
SMF,07/04/2025  3:49 pm,Â,mFund - Monthly Redemption Report - SMF02  1  page  119.5KB
EPY,07/04/2025  3:47 pm,Â,Change in substantial holding  4  pages  200.4KB
SMF,07/04/2025  3:46 pm,Â,mFund - Monthly Redemption Report - SMF01  1  page  118.8KB
PMF,07/04/2025  3:45 pm,Â,mFund - Distribution - PMF09  1  page  192.1KB
SHF,07/04/2025  3:45 pm,Â,mFund - Monthly Redemption Report - SHF06  1  page  117.0KB
SHF,07/04/2025  3:45 pm,Â,mFund - Monthly Redemption Report - SHF05  1  page  117.0KB
SHF,07/04/2025  3:44 pm,Â,mFund - Monthly Redemption Report - SHF02  1  page  116.7KB
ZEO,07/04/2025  3:43 pm,,Response to ASX Price Query  3  pages  771.4KB
PMF,07/04/2025  3:41 pm,Â,mFund - Distribution - PMF08  1  page  230.8KB
PMF,07/04/2025  3:41 pm,Â,mFund - Distribution - PMF05  1  page  231.4KB
PMF,07/04/2025  3:39 pm,Â,mFund - Distribution - PMF04  1  page  227.6KB
PMF,07/04/2025  3:39 pm,Â,mFund - Distribution - PMF03  1  page  228.8KB
PMF,07/04/2025  3:39 pm,Â,mFund - Distribution - PMF02  1  page  232.0KB
PMF,07/04/2025  3:37 pm,Â,mFund - Distribution - PMF01  1  page  230.7KB
SPE,07/04/2025  3:37 pm,Â,mFund - Monthly Redemption Report - SPE01  1  page  115.9KB
DUR,07/04/2025  3:37 pm,Â,Notification of cessation of securities - DUR  4  pages  14.6KB
ACY,07/04/2025  3:30 pm,Â,mFund - Monthly Redemption Report - ACY02  1  page  137.4KB
ACY,07/04/2025  3:30 pm,Â,mFund - Monthly Redemption Report - ACY01  1  page  119.6KB
PMF,07/04/2025  3:28 pm,Â,mFund - Monthly Redemption Report - PMF09  1  page  239.7KB
PMF,07/04/2025  3:27 pm,Â,mFund - Monthly Redemption Report - PMF08  1  page  238.7KB
PMF,07/04/2025  3:27 pm,Â,mFund - Monthly Redemption Report - PMF07  1  page  241.6KB
PMF,07/04/2025  3:26 pm,Â,mFund - Monthly Redemption Report - PMF05  1  page  242.2KB
AQY,07/04/2025  3:25 pm,Â,mFund - Monthly Redemption Report - AQY03  1  page  117.0KB
PMF,07/04/2025  3:24 pm,Â,mFund - Monthly Redemption Report - PMF04  1  page  240.9KB
AQY,07/04/2025  3:24 pm,Â,mFund - Monthly Redemption Report - AQY02  1  page  117.0KB
AQY,07/04/2025  3:24 pm,Â,mFund - Monthly Redemption Report - AQY01  1  page  118.0KB
PMF,07/04/2025  3:23 pm,Â,mFund - Monthly Redemption Report - PMF03  1  page  236.6KB
PMF,07/04/2025  3:23 pm,Â,mFund - Monthly Redemption Report - PMF02  1  page  240.0KB
PMF,07/04/2025  3:23 pm,Â,mFund - Monthly Redemption Report - PMF01  1  page  240.5KB
SOM,07/04/2025  3:22 pm,,United States of America tariff update  1  page  239.5KB
ORB,07/04/2025  3:21 pm,Â,mFund - Monthly Redemption Report - ORB03  1  page  118.5KB
PGY,07/04/2025  3:20 pm,Â,Initial Director's Interest Notice  2  pages  1.1MB
MDI,07/04/2025  3:19 pm,Â,EGM Voting Results and Board Changes  2  pages  124.7KB
ORB,07/04/2025  3:19 pm,Â,mFund - Monthly Redemption Report - ORB01  1  page  120.0KB
RML,07/04/2025  3:17 pm,Â,Cleansing Notice - Share Placement - Updated  23  pages  3.2MB
DCO,07/04/2025  3:15 pm,Â,DCOR Monthly Units Release March  2  pages  115.2KB
DHO,07/04/2025  3:13 pm,Â,DHOF Monthly Units Release March 2025  2  pages  111.4KB
IMP,07/04/2025  3:13 pm,Â,EIGA and IMPQ Monthly Units Release March  2  pages  128.6KB
EIG,07/04/2025  3:13 pm,Â,EIGA and IMPQ Monthly Units Release March  2  pages  128.6KB
GCQ,07/04/2025  3:11 pm,Â,Monthly Prime Broker Disclosure  1  page  119.9KB
AGH,07/04/2025  3:01 pm,Â,Results of meeting  2  pages  702.3KB
OMA,07/04/2025  3:00 pm,Â,Change in substantial holding - Tri-Star  3  pages  405.2KB
MMI,07/04/2025  3:00 pm,Â,2025 Annual General Meeting (AGM) and Key Dates  1  page  179.6KB
BPT,07/04/2025  3:00 pm,Â,Notification regarding unquoted securities - BPT  6  pages  18.2KB
CMO,07/04/2025  2:59 pm,Â,Change of Director's Interest Notice x3  6  pages  320.5KB
PIC,07/04/2025  2:58 pm,Â,Change of Registry Address Notification  1  page  150.7KB
BPT,07/04/2025  2:58 pm,Â,Notification of cessation of securities - BPT  4  pages  15.3KB
TWR,07/04/2025  2:58 pm,Â,Tower Half year 2025 Results Date  1  page  122.6KB
EAF,07/04/2025  2:57 pm,Â,Monthly Units on Issue and Redemptions - March 2025 Amended  1  page  162.2KB
ASE,07/04/2025  2:56 pm,Â,Results of General Meeting  2  pages  107.8KB
PPT,07/04/2025  2:53 pm,Â,Notification of cessation of securities - PPT  4  pages  14.6KB
ALF,07/04/2025  2:52 pm,Â,Monthly Disclosure Information as at 31 March 2025  1  page  150.0KB
GCA,07/04/2025  2:50 pm,Â,Monthly OTC Exposure as at 31 March 2025  1  page  154.8KB
TGF,07/04/2025  2:48 pm,Â,Estimated Weekly NTA as of 04 April 2025  4  pages  385.5KB
AVH,07/04/2025  2:45 pm,Â,Statement of CDIs on issue - AVH  8  pages  26.6KB
LAU,07/04/2025  2:43 pm,Â,Update - Dividend/Distribution - LAU  5  pages  18.9KB
GBR,07/04/2025  2:42 pm,Â,Cleansing Notice  1  page  189.1KB
GBR,07/04/2025  2:40 pm,Â,Application for quotation of securities - GBR  6  pages  18.3KB
NIC,07/04/2025  2:39 pm,Â,March Quarter Activities Webcast Details  1  page  213.0KB
WDS,07/04/2025  2:38 pm,Â,Sustainability Briefing 2025 Transcript  23  pages  490.5KB
GBR,07/04/2025  2:35 pm,Â,Notification regarding unquoted securities - GBR  6  pages  19.9KB
LSF,07/04/2025  2:34 pm,Â,Monthly Report - March 2025  4  pages  420.2KB
BNZ,07/04/2025  2:32 pm,Â,Statement of CDIs on issue - BNZ  4  pages  15.8KB
TOP,07/04/2025  2:32 pm,Â,Net Tangible Asset Backing March 2025 with commentary  2  pages  242.4KB
SBM,07/04/2025  2:32 pm,Â,Notification of cessation of securities - SBM  4  pages  14.6KB
EEL,07/04/2025  2:28 pm,Â,Change of Director's Interest - MS  2  pages  256.7KB
AKG,07/04/2025  2:25 pm,Â,Change of Director's Interest Notice  3  pages  464.2KB
GBR,07/04/2025  2:22 pm,Â,Application for quotation of securities - GBR  11  pages  30.7KB
RAG,07/04/2025  2:22 pm,Â,Change in substantial holding for KAU  2  pages  295.1KB
KAU,07/04/2025  2:22 pm,Â,Change in substantial holding from RAG  2  pages  295.1KB
