ASX Code,Date,Price sens.,Headline
GNP,12/12/2025  1:59 pm,,Genus Awarded Western Renewables Project in Victoria  2  pages  304.3KB
WEC,12/12/2025  1:57 pm,,Entitlement Offer Results  2  pages  300.9KB
JHG,12/12/2025  1:56 pm,,Distribution Notice  2  pages  211.2KB
JEG,12/12/2025  1:56 pm,,Distribution Notice  2  pages  211.2KB
TGM,12/12/2025  1:55 pm,Â,Change of Director's Interest Notice - B Tang  3  pages  388.9KB
MP1,12/12/2025  1:54 pm,Â,Change of Director's Interest Notice  2  pages  207.0KB
AQI,12/12/2025  1:53 pm,Â,Response to ASX Appendix 3Y Query  4  pages  393.6KB
QXR,12/12/2025  1:49 pm,Â,Cleansing Notice  1  page  123.9KB
QXR,12/12/2025  1:48 pm,Â,Notification regarding unquoted securities - QXR  5  pages  16.7KB
EUR,12/12/2025  1:47 pm,Â,CRML Confirms Acquisition of Proof of Concept Pilot Plant  1  page  201.8KB
TRI,12/12/2025  1:47 pm,Â,Results of General Meeting  2  pages  201.5KB
IOV,12/12/2025  1:43 pm,Â,Consolidation/Split - IOV  10  pages  32.2KB
QXR,12/12/2025  1:43 pm,Â,Notification regarding unquoted securities - QXR  8  pages  29.2KB
BAP,12/12/2025  1:40 pm,Â,Change in substantial holding  7  pages  368.0KB
TGM,12/12/2025  1:39 pm,Â,Change of Director's Interest Notice - B Guy  3  pages  342.3KB
LIN,12/12/2025  1:38 pm,Â,Cleansing Notice  1  page  148.0KB
TGM,12/12/2025  1:37 pm,Â,Change of Director's Interest Notice - B Yang  3  pages  396.8KB
QXR,12/12/2025  1:37 pm,Â,Notification regarding unquoted securities - QXR  8  pages  29.5KB
LIN,12/12/2025  1:36 pm,Â,Application for quotation of securities - LIN  6  pages  18.2KB
QXR,12/12/2025  1:34 pm,Â,Notification regarding unquoted securities - QXR  5  pages  16.7KB
EVZ,12/12/2025  1:33 pm,Â,Change of Director's Interest Notice-R Betts  3  pages  314.6KB
GMG,12/12/2025  1:32 pm,,Dividend/Distribution - GMG  4  pages  15.7KB
CBE,12/12/2025  1:32 pm,Â,Application for quotation of securities - CBE  6  pages  18.2KB
QXR,12/12/2025  1:32 pm,Â,Application for quotation of securities - QXR  6  pages  18.3KB
TGM,12/12/2025  1:31 pm,Â,Change of Director's Interest Notice - Hansjoerg Plaggemars  3  pages  378.2KB
QXR,12/12/2025  1:31 pm,Â,Notification regarding unquoted securities - QXR  5  pages  16.7KB
G1C,12/12/2025  1:31 pm,Â,Proposed issue of securities - G1C  5  pages  17.3KB
EVZ,12/12/2025  1:30 pm,Â,Initial Director's Interest Notice-R Betts  3  pages  387.7KB
QXR,12/12/2025  1:30 pm,Â,Application for quotation of securities - QXR  6  pages  18.5KB
TGM,12/12/2025  1:28 pm,Â,Change of Director's Interest Notice - B Dumpleton  3  pages  378.6KB
QRI,12/12/2025  1:26 pm,Â,Distribution Announcement  3  pages  107.5KB
NWS,12/12/2025  1:26 pm,Â,Appendix 3C  4  pages  76.4KB
NWS,12/12/2025  1:26 pm,Â,Appendix 3C  4  pages  76.4KB
G1C,12/12/2025  1:24 pm,Â,Director Share Issue  1  page  155.8KB
QRI,12/12/2025  1:23 pm,Â,Update - Dividend/Distribution - QRI  5  pages  18.4KB
CTW,12/12/2025  1:19 pm,Â,CitiFirst APA Instalment MINIs Dividend Estimated Amount  1  page  17.7KB
RXL,12/12/2025  1:16 pm,Â,Change of Director's Interest Notice  3  pages  292.3KB
FGR,12/12/2025  1:15 pm,Â,Change of Director's Interest Notice  3  pages  224.7KB
AXI,12/12/2025  1:15 pm,Â,Cleansing Notice  1  page  222.2KB
ECL,12/12/2025  1:08 pm,Â,Net Tangible Asset Backing - 30 November 2025  1  page  187.7KB
STM,12/12/2025  1:05 pm,Â,Application for quotation of securities - STM  6  pages  18.2KB
AXI,12/12/2025  1:05 pm,Â,Change in substantial holding - Oriental University  2  pages  203.0KB
KYP,12/12/2025  1:04 pm,Â,Application for quotation of securities - KYP  6  pages  18.3KB
