ASX Code,Date,Price sens.,Headline
PWH,01/12/2023  5:48 PM,,Change of Director's Interest Notice - Kees Weel  5  pages  668.7KB
IDA,01/12/2023  5:47 PM,,Change of Director's Interest Notice - BA  3  pages  259.0KB
IDA,01/12/2023  5:46 PM,,Change of Director's Interest Notice - BB  3  pages  272.1KB
KSM,01/12/2023  5:44 PM,,Monthly Units on Issue - November 2023  1  page  446.4KB
IDA,01/12/2023  5:44 PM,,Change of Director's Interest Notice - MM  3  pages  258.9KB
IDA,01/12/2023  5:44 PM,,Notification regarding unquoted securities - IDA  8  pages  36.3KB
NAB,01/12/2023  5:44 PM,,NAB Covered Bond Programme - Series 33 Maturity  2  pages  202.6KB
ADE,01/12/2023  5:43 PM,,Monthly Units on Issue - November 2023  1  page  405.4KB
WOR,01/12/2023  5:43 PM,,Adjustments to CEO remuneration  2  pages  193.5KB
LRV,01/12/2023  5:42 PM,,Letter to Ineligible Shareholders  1  page  118.8KB
BOL,01/12/2023  5:42 PM,,Notification of cessation of securities - BOL  4  pages  23.9KB
LRV,01/12/2023  5:42 PM,,Letter to Eligible Shareholders  2  pages  149.0KB
LRV,01/12/2023  5:37 PM,,Prospectus Dispatched  1  page  222.8KB
IDA,01/12/2023  5:36 PM,,Application for quotation of securities - IDA  6  pages  27.9KB
JAL,01/12/2023  5:33 PM,,Change of Director's Interest Notice - Michael Gray  4  pages  259.3KB
JAL,01/12/2023  5:31 PM,,Notification regarding unquoted securities - JAL  7  pages  31.3KB
DOW,01/12/2023  5:31 PM,,Becoming a substantial holder from MUFG  131  pages  1.5MB
CU6,01/12/2023  5:31 PM,,Cleansing Notice  1  page  384.5KB
VKA,01/12/2023  5:29 PM,,Notification of cessation of securities - VKA  4  pages  23.7KB
WAF,01/12/2023  5:28 PM,,Becoming a substantial holder from MUFG  166  pages  821.8KB
ADR,01/12/2023  5:27 PM,,Amended Constitution  54  pages  574.3KB
EVG,01/12/2023  5:27 PM,,Change of Director's Interest Notice x 3  9  pages  619.9KB
EX1,01/12/2023  5:27 PM,,Change of Director's Interest Notice - CB  3  pages  248.0KB
CU6,01/12/2023  5:26 PM,,Application for quotation of securities - CU6  8  pages  30.3KB
IIQ,01/12/2023  5:26 PM,,2023 AGM Recording  1  page  198.3KB
EX1,01/12/2023  5:25 PM,,Correction to Director Interest Notices  9  pages  615.7KB
SPX,01/12/2023  5:17 PM,,Application for quotation of securities - SPX  8  pages  30.4KB
RAD,01/12/2023  5:14 PM,,Notification regarding unquoted securities - RAD  7  pages  30.4KB
SNS,01/12/2023  5:13 PM,,Change of Director's Interest Notice  5  pages  251.5KB
WGN,01/12/2023  5:13 PM,,Notification regarding unquoted securities - WGN  7  pages  32.1KB
SNS,01/12/2023  5:12 PM,,Change of Director's Interest Notice  4  pages  238.9KB
EPM,01/12/2023  5:09 PM,,Cleansing Notice  1  page  95.4KB
BVS,01/12/2023  5:09 PM,,S&P DJI Announces December 2023 Quarterly Rebalance  2  pages  164.3KB
4DS,01/12/2023  5:09 PM,,S&P DJI Announces December 2023 Quarterly Rebalance  2  pages  164.3KB
LNK,01/12/2023  5:09 PM,,S&P DJI Announces December 2023 Quarterly Rebalance  2  pages  164.3KB
SIQ,01/12/2023  5:09 PM,,S&P DJI Announces December 2023 Quarterly Rebalance  2  pages  164.3KB
GOZ,01/12/2023  5:09 PM,,S&P DJI Announces December 2023 Quarterly Rebalance  2  pages  164.3KB
BOE,01/12/2023  5:09 PM,,S&P DJI Announces December 2023 Quarterly Rebalance  2  pages  164.3KB
CMW,01/12/2023  5:09 PM,,S&P DJI Announces December 2023 Quarterly Rebalance  2  pages  164.3KB
BTH,01/12/2023  5:09 PM,,S&P DJI Announces December 2023 Quarterly Rebalance  2  pages  164.3KB
DUG,01/12/2023  5:09 PM,,S&P DJI Announces December 2023 Quarterly Rebalance  2  pages  164.3KB
4DX,01/12/2023  5:09 PM,,S&P DJI Announces December 2023 Quarterly Rebalance  2  pages  164.3KB
HLI,01/12/2023  5:09 PM,,S&P DJI Announces December 2023 Quarterly Rebalance  2  pages  164.3KB
ZSP,01/12/2023  5:09 PM,,S&P DJI Announces December 2023 Quarterly Rebalance  2  pages  164.3KB
PHL,01/12/2023  5:09 PM,,Notification of cessation of securities - PHL  4  pages  24.0KB
EGR,01/12/2023  5:08 PM,,Change of Company Secretary  1  page  254.6KB
SNS,01/12/2023  5:06 PM,,Application for quotation of securities - SNS  8  pages  32.9KB
BGL,01/12/2023  5:05 PM,,Change of Director's Interest Notice (D Stralow)  2  pages  260.0KB
UYL,01/12/2023  5:05 PM,,Final Distribution Announcement - November 2023  1  page  206.3KB
QYL,01/12/2023  5:05 PM,,Final Distribution Announcement - November 2023  1  page  206.3KB
OPL,01/12/2023  5:03 PM,,Notification regarding unquoted securities - OPL  7  pages  30.4KB
OPL,01/12/2023  5:02 PM,,Cleansing Notice  1  page  118.9KB
OPL,01/12/2023  5:02 PM,,Application for quotation of securities - OPL  6  pages  28.1KB
LU7,01/12/2023  5:01 PM,,Notification of cessation of securities - LU7  4  pages  23.8KB
SVW,01/12/2023  5:00 PM,,Change of Director's Interest Notice  3  pages  328.9KB
BGL,01/12/2023  4:59 PM,,Notification regarding unquoted securities - BGL  6  pages  28.2KB
BLU,01/12/2023  4:59 PM,,Initial Director's Interest Notice  2  pages  200.1KB
GC1,01/12/2023  4:58 PM,,NTA Estimate - 30 November 2023  1  page  118.2KB
TSI,01/12/2023  4:58 PM,,Application for quotation of securities - TSI  6  pages  28.1KB
ASE,01/12/2023  4:58 PM,,Appendix 3Y (Anthony Leibowitz)  3  pages  306.5KB
EVG,01/12/2023  4:56 PM,,Notification regarding unquoted securities - EVG  7  pages  30.7KB
EVG,01/12/2023  4:56 PM,,Notification of cessation of securities - EVG  5  pages  26.5KB
BET,01/12/2023  4:55 PM,,Automic Invest 2023 Conference  1  page  159.3KB
RC1,01/12/2023  4:53 PM,,Securities due for release from escrow  1  page  118.9KB
ENT,01/12/2023  4:52 PM,,Proposed issue of securities - ENT  5  pages  28.7KB
SPX,01/12/2023  4:52 PM,,Application for quotation of securities - SPX  9  pages  32.8KB
AEV,01/12/2023  4:51 PM,,Notification regarding unquoted securities - AEV  8  pages  35.5KB
EMH,01/12/2023  4:51 PM,,Notice of Annual General Meeting  83  pages  1.3MB
AEV,01/12/2023  4:48 PM,,Notification regarding unquoted securities - AEV  7  pages  30.4KB
NBI,01/12/2023  4:46 PM,,Daily NTA for 30.11.2023  1  page  128.8KB
FBR,01/12/2023  4:46 PM,,Change in substantial holding from BKW  2  pages  107.1KB
BKW,01/12/2023  4:46 PM,,Change in substantial holding for FBR  2  pages  107.1KB
ZAG,01/12/2023  4:41 PM,,Section 708A Notice  1  page  203.4KB
BGT,01/12/2023  4:39 PM,,Bio-Gene to Present at Automic Invest 2023 Conference  1  page  198.2KB
EVG,01/12/2023  4:38 PM,,Expiry of Performance Rights  1  page  196.8KB
ZAG,01/12/2023  4:37 PM,,Application for quotation of securities - ZAG  6  pages  28.0KB
MKG,01/12/2023  4:37 PM,,Change of Director's Interest Notices  7  pages  446.7KB
LGI,01/12/2023  4:36 PM,,Change in substantial holding from PPT  5  pages  595.9KB
PPT,01/12/2023  4:36 PM,,Change in substantial holding for LGI  5  pages  595.9KB
SIX,01/12/2023  4:34 PM,,Change of Director's Interest Notice  2  pages  194.6KB
PIC,01/12/2023  4:34 PM,,Daily Net Tangible Asset Statement  1  page  233.8KB
AIS,01/12/2023  4:34 PM,,DESPATCH OF RETAIL OFFER DOCUMENT  2  pages  325.5KB
BIO,01/12/2023  4:32 PM,,Change of Director's Interest Notice x 3  6  pages  663.7KB
ACS,01/12/2023  4:31 PM,,2023 Corporate Governance Statement  9  pages  263.6KB
CTW,01/12/2023  4:31 PM,,CitiFirst MINIs Strike Changes effective 4 Dec 2023  42  pages  3.5MB
WOR,01/12/2023  4:30 PM,,Notification of cessation of securities - WOR  4  pages  23.8KB
WML,01/12/2023  4:30 PM,,Notification regarding unquoted securities - WML  6  pages  28.6KB
CTW,01/12/2023  4:29 PM,,CitiFirst Instal MINIs Strike Changes effective 4 Dec 2023  13  pages  1.6MB
WML,01/12/2023  4:29 PM,,Notification regarding unquoted securities - WML  7  pages  31.6KB
BIO,01/12/2023  4:29 PM,,Secondary Trading Notice  2  pages  134.9KB
CXZ,01/12/2023  4:28 PM,,Notification of cessation of securities - CXZ  4  pages  23.7KB
CTT,01/12/2023  4:28 PM,,Change in substantial holding  6  pages  100.3KB
WML,01/12/2023  4:28 PM,,Issue of Options  1  page  233.9KB
GL1,01/12/2023  4:27 PM,,Notification regarding unquoted securities - GL1  10  pages  45.1KB
MFG,01/12/2023  4:27 PM,,Notice of change of interests of substantial holder for TAH  4  pages  466.9KB
MKG,01/12/2023  4:26 PM,,Notification of cessation of securities - MKG  4  pages  23.8KB
ANN,01/12/2023  4:25 PM,,Change of Director's Interest Notice - N Salmon  3  pages  209.1KB
BIO,01/12/2023  4:25 PM,,Application for quotation of securities - BIO  7  pages  30.7KB
SVW,01/12/2023  4:23 PM,,Notification regarding unquoted securities - SVW  6  pages  28.2KB
ANN,01/12/2023  4:22 PM,,Notification regarding unquoted securities - ANN  7  pages  30.2KB
DTC,01/12/2023  4:22 PM,,Notification regarding unquoted securities - DTC  12  pages  46.5KB
GMD,01/12/2023  4:22 PM,,Notification of cessation of securities - GMD  4  pages  23.8KB
GL1,01/12/2023  4:21 PM,,Change in Director's Interest - R Mitchell  3  pages  345.8KB
CTW,01/12/2023  4:20 PM,,CitiFirst MINIs Stop Loss Event trigger date 1 Dec 2023  1  page  86.4KB
FCG,01/12/2023  4:19 PM,,Initial Director's Interest Notice  2  pages  245.6KB
WMI,01/12/2023  4:19 PM,,Change in substantial holding for SMP  7  pages  691.3KB
SMP,01/12/2023  4:19 PM,,Change in substantial holding from WAM/WAA/WMI  7  pages  691.3KB
WAM,01/12/2023  4:19 PM,,Change in substantial holding for SMP  7  pages  691.3KB
WAA,01/12/2023  4:19 PM,,Change in substantial holding for SMP  7  pages  691.3KB
FCG,01/12/2023  4:19 PM,,Initial Director's Interest Notice  2  pages  233.6KB
FCG,01/12/2023  4:18 PM,,Initial Director's Interest Notice  2  pages  244.1KB
BND,01/12/2023  4:16 PM,,DRP Issue Price  1  page  93.9KB
AAA,01/12/2023  4:15 PM,,DRP Issue Price  1  page  167.1KB
HVS,01/12/2023  4:15 PM,,DRP Issue Price  1  page  167.1KB
