ASX Code,Date,Price sens.,Headline
QRI,01/07/2026  3:11 pm,Â,Estimated Weekly NTA as at 29.06.2026  3  pages  107.1KB
ANX,01/07/2026  3:10 pm,Â,Joint Company Secretary Update  1  page  133.0KB
RYM,01/07/2026  3:09 pm,Â,Change in substantial holding  3  pages  189.2KB
RYM,01/07/2026  3:08 pm,Â,Change in substantial holding  4  pages  197.1KB
ZLD,01/07/2026  3:00 pm,Â,Application for quotation of securities - ZLD  6  pages  18.1KB
CTW,01/07/2026  2:56 pm,Â,CitiFirst QRE Instalment MINI Distribution Final Amount  1  page  19.1KB
CTW,01/07/2026  2:56 pm,Â,CitiFirst QOZ Instalment MINI Distribution Final Amount  1  page  19.0KB
CTW,01/07/2026  2:55 pm,Â,CitiFirst YMAX Instalment MINI Distribution Final Amount  1  page  24.2KB
CTW,01/07/2026  2:54 pm,Â,CitiFirst QLTY Instalment MINI Distribution Final Amount  1  page  24.2KB
4DX,01/07/2026  2:52 pm,Â,Cleansing Notice  2  pages  243.1KB
CPV,01/07/2026  2:50 pm,Â,Notification of cessation of securities - CPV  4  pages  14.9KB
CPV,01/07/2026  2:49 pm,Â,Notification of cessation of securities - CPV  4  pages  14.9KB
4DX,01/07/2026  2:48 pm,Â,Application for quotation of securities - 4DX  6  pages  18.4KB
TGM,01/07/2026  2:48 pm,Â,Change of Registered and Principal Offices  2  pages  236.6KB
4DX,01/07/2026  2:46 pm,Â,Application for quotation of securities - 4DX  6  pages  18.4KB
AZI,01/07/2026  2:45 pm,Â,Notification regarding unquoted securities - AZI  6  pages  20.1KB
GOZ,01/07/2026  2:43 pm,Â,Appendix 3Y - Ross Lees  3  pages  201.9KB
KOR,01/07/2026  2:42 pm,,Sale of Geolsec Mineral Lease - Update  2  pages  175.4KB
RLG,01/07/2026  2:38 pm,Â,Initial Director's Interest Notice  2  pages  166.1KB
RLG,01/07/2026  2:37 pm,Â,Final Director's Interest Notice  2  pages  171.5KB
GOZ,01/07/2026  2:37 pm,Â,Application for quotation of securities - GOZ  6  pages  19.1KB
RLG,01/07/2026  2:37 pm,Â,RLG Corporate Update  2  pages  675.0KB
GCI,01/07/2026  2:36 pm,Â,Net Tangible Asset Backing  1  page  309.9KB
AZI,01/07/2026  2:35 pm,Â,Notification regarding unquoted securities - AZI  6  pages  18.3KB
PXA,01/07/2026  2:33 pm,Â,Investor Briefing following IPART Draft Report  1  page  168.3KB
REV,01/07/2026  2:32 pm,Â,Weekly Estimate NTA for 30.06.2026  1  page  261.6KB
MPK,01/07/2026  2:29 pm,Â,Notification of cessation of securities - MPK  4  pages  14.8KB
MFD,01/07/2026  2:29 pm,Â,Change of Director's Interest Notice - G Johnson  2  pages  284.0KB
FDV,01/07/2026  2:26 pm,Â,Change of Principal Place of Business Address & Telephone  1  page  241.4KB
AEE,01/07/2026  2:18 pm,Â,Ceasing to be a substantial holder  7  pages  1.2MB
PDN,01/07/2026  2:18 pm,Â,Ceasing to be a substantial holder  3  pages  1.0MB
MGL,01/07/2026  2:16 pm,Â,Notification regarding unquoted securities - MGL  6  pages  19.0KB
PEN,01/07/2026  2:15 pm,Â,Change in substantial holding  4  pages  809.3KB
DYL,01/07/2026  2:15 pm,Â,Change in substantial holding  10  pages  1.3MB
CLG,01/07/2026  2:12 pm,Â,Change of Director's Interest Notice  3  pages  406.2KB
GMD,01/07/2026  2:10 pm,Â,Grant of FY26 Financial Reporting Relief for Magnetic NL  1  page  125.4KB
WEB,01/07/2026  2:08 pm,Â,Notification regarding unquoted securities - WEB  5  pages  16.7KB
ANZ,01/07/2026  2:06 pm,Â,Application for quotation of securities - ANZ  6  pages  17.9KB
PRO,01/07/2026  2:04 pm,Â,Change of Director's Interest Notice  2  pages  166.4KB
SNL,01/07/2026  1:59 pm,Â,Final Director's Interest Notice  2  pages  226.6KB
MTS,01/07/2026  1:57 pm,Â,Initial Director's Interest Notice  2  pages  328.7KB
LAU,01/07/2026  1:54 pm,Â,Notification of cessation of securities - LAU  4  pages  14.7KB
TTX,01/07/2026  1:53 pm,Â,Notification regarding unquoted securities - TTX  6  pages  18.2KB
WJL,01/07/2026  1:53 pm,Â,Change of Director's Interest Notice  2  pages  233.7KB
RWL,01/07/2026  1:52 pm,Â,Change of Director's Interest Notice  4  pages  267.8KB
PR2,01/07/2026  1:46 pm,Â,Change of Director's Interest Notice - Marcet  3  pages  406.1KB
KAT,01/07/2026  1:43 pm,,Dividend/Distribution - KAT  5  pages  18.7KB
PR2,01/07/2026  1:42 pm,Â,Notification regarding unquoted securities - PR2  9  pages  25.7KB
IMD,01/07/2026  1:42 pm,Â,Change of Director's Interest Notice  3  pages  508.4KB
ASK,01/07/2026  1:42 pm,Â,Initial Director's Interest Notice - N Lawson  2  pages  260.4KB
ASK,01/07/2026  1:40 pm,Â,Final Director's Interest Notice - S Sewell  2  pages  272.6KB
KKC,01/07/2026  1:39 pm,Â,Update - Dividend/Distribution - KKC  5  pages  18.7KB
ALF,01/07/2026  1:39 pm,Â,Dividend Reinvestment Plan Prices  3  pages  234.7KB
DFN,01/07/2026  1:39 pm,Â,Dividend Reinvestment Plan Prices  3  pages  234.7KB
GRI,01/07/2026  1:39 pm,Â,Dividend Reinvestment Plan Prices  3  pages  234.7KB
GWT,01/07/2026  1:39 pm,Â,Dividend Reinvestment Plan Prices  3  pages  234.7KB
URA,01/07/2026  1:39 pm,Â,Dividend Reinvestment Plan Prices  3  pages  234.7KB
FSU,01/07/2026  1:39 pm,Â,Dividend Reinvestment Plan Prices  3  pages  234.7KB
VBA,01/07/2026  1:39 pm,Â,Dividend Reinvestment Plan Prices  3  pages  234.7KB
VGR,01/07/2026  1:39 pm,Â,Dividend Reinvestment Plan Prices  3  pages  234.7KB
VHG,01/07/2026  1:39 pm,Â,Dividend Reinvestment Plan Prices  3  pages  234.7KB
AQT,01/07/2026  1:39 pm,Â,Dividend Reinvestment Plan Prices  3  pages  234.7KB
MVB,01/07/2026  1:39 pm,Â,Dividend Reinvestment Plan Prices  3  pages  234.7KB
MVA,01/07/2026  1:39 pm,Â,Dividend Reinvestment Plan Prices  3  pages  234.7KB
MVR,01/07/2026  1:39 pm,Â,Dividend Reinvestment Plan Prices  3  pages  234.7KB
MVE,01/07/2026  1:39 pm,Â,Dividend Reinvestment Plan Prices  3  pages  234.7KB
MVW,01/07/2026  1:39 pm,Â,Dividend Reinvestment Plan Prices  3  pages  234.7KB
GDX,01/07/2026  1:39 pm,Â,Dividend Reinvestment Plan Prices  3  pages  234.7KB
MOA,01/07/2026  1:39 pm,Â,Dividend Reinvestment Plan Prices  3  pages  234.7KB
QUA,01/07/2026  1:39 pm,Â,Dividend Reinvestment Plan Prices  3  pages  234.7KB
CET,01/07/2026  1:39 pm,Â,Dividend Reinvestment Plan Prices  3  pages  234.7KB
MVS,01/07/2026  1:39 pm,Â,Dividend Reinvestment Plan Prices  3  pages  234.7KB
IFR,01/07/2026  1:39 pm,Â,Dividend Reinvestment Plan Prices  3  pages  234.7KB
PLU,01/07/2026  1:39 pm,Â,Dividend Reinvestment Plan Prices  3  pages  234.7KB
FLO,01/07/2026  1:39 pm,Â,Dividend Reinvestment Plan Prices  3  pages  234.7KB
ESG,01/07/2026  1:39 pm,Â,Dividend Reinvestment Plan Prices  3  pages  234.7KB
EMK,01/07/2026  1:39 pm,Â,Dividend Reinvestment Plan Prices  3  pages  234.7KB
CNE,01/07/2026  1:39 pm,Â,Dividend Reinvestment Plan Prices  3  pages  234.7KB
