ASX Code,Date,Price sens.,Headline
ARV,25/08/2026  7:14 pm,Â,Change of Director's Interest Notice X 3  8  pages  45.0KB
AUE,25/08/2026  7:12 pm,Â,Notification of Expiry of Listed Options  2  pages  164.8KB
SET,25/08/2026  7:11 pm,Â,Net Tangible Asset Backing  1  page  123.0KB
ARV,25/08/2026  7:11 pm,Â,Cleansing Notice  1  page  255.2KB
LLM,25/08/2026  7:10 pm,,Suspension from Quotation  1  page  87.0KB
ANV,25/08/2026  7:10 pm,,Suspension from Official Quotation - ANVHZ  1  page  216.9KB
CML,25/08/2026  7:04 pm,Â,Resignation of Director  2  pages  279.7KB
ARV,25/08/2026  7:03 pm,Â,Application for quotation of securities - ARV  6  pages  18.3KB
AYA,25/08/2026  7:03 pm,Â,Application for quotation of securities - AYA  8  pages  22.7KB
AYA,25/08/2026  7:03 pm,Â,Issue of Shares on Exercise of Securities & Cleansing Notice  2  pages  145.0KB
BDX,25/08/2026  6:53 pm,Â,Notification regarding unquoted securities - BDX  5  pages  16.9KB
AFG,25/08/2026  6:40 pm,Â,Application for quotation of securities - AFG  7  pages  21.5KB
CNI,25/08/2026  6:40 pm,Â,Response to Bathla Group Voluntary Administration  2  pages  201.9KB
YAL,25/08/2026  6:36 pm,Â,HKEX - Renewal of Continuing Connection Transactions  10  pages  1.3MB
MKR,25/08/2026  6:35 pm,Â,Notification of cessation of securities - MKR  4  pages  14.8KB
LOT,25/08/2026  6:35 pm,Â,Ceasing to be a substantial holder from MQG  16  pages  188.9KB
MQG,25/08/2026  6:35 pm,Â,Ceasing to be a substantial holder for LOT  16  pages  188.9KB
KLI,25/08/2026  6:30 pm,Â,Change in substantial holding from MQG  14  pages  156.4KB
MQG,25/08/2026  6:30 pm,Â,Change in substantial holding for KLI  14  pages  156.4KB
TLM,25/08/2026  6:29 pm,Â,Final Director's Interest Notice - Peter Benjamin  2  pages  148.4KB
TLM,25/08/2026  6:29 pm,Â,Final Director's Interest Notice - Andrew Munckton  2  pages  152.5KB
TLM,25/08/2026  6:29 pm,Â,Proposed issue of securities - TLM  5  pages  19.6KB
WOR,25/08/2026  6:26 pm,Â,Change in substantial holding  19  pages  1.0MB
