ASX Code,Date,Price sens.,Headline
BMT,05/03/2026  8:28 pm,Â,Statement Regarding New Substantial Shareholder  7  pages  1.5MB
AR3,05/03/2026  8:23 pm,Â,Notification of cessation of securities - AR3  4  pages  14.9KB
RGL,05/03/2026  8:21 pm,Â,Cleansing Notice  1  page  90.4KB
VAU,05/03/2026  8:21 pm,Â,Notification of cessation of securities - VAU  4  pages  14.7KB
XPD,05/03/2026  8:21 pm,Â,Proposed issue of securities - XPD  5  pages  19.1KB
RGL,05/03/2026  8:17 pm,Â,Application for quotation of securities - RGL  6  pages  18.2KB
IEL,05/03/2026  8:09 pm,Â,Becoming a substantial holder  40  pages  4.4MB
TGN,05/03/2026  8:03 pm,Â,Notification regarding unquoted securities - TGN  6  pages  18.3KB
BAP,05/03/2026  8:02 pm,Â,Becoming a substantial holder  36  pages  2.0MB
SEC,05/03/2026  7:57 pm,Â,Net Tangible Asset Backing  1  page  221.2KB
TR8,05/03/2026  7:56 pm,Â,Half Yearly Accounts  30  pages  1.2MB
ETM,05/03/2026  7:51 pm,Â,Notice of Extraordinary General Meeting/Proxy Form  45  pages  1.0MB
CLX,05/03/2026  7:45 pm,Â,Market Presentation  16  pages  1.3MB
NES,05/03/2026  7:43 pm,Â,Options Distribution Schedule  1  page  65.4KB
NES,05/03/2026  7:43 pm,Â,Top 20 Optionholders  3  pages  74.3KB
NES,05/03/2026  7:40 pm,Â,Application for quotation of securities - NES  7  pages  22.5KB
PLG,05/03/2026  7:32 pm,,Company Update  2  pages  383.0KB
SGM,05/03/2026  7:31 pm,Â,Ceasing to be a substantial holder  71  pages  6.3MB
FRS,05/03/2026  7:30 pm,Â,Cleansing Statement  3  pages  425.0KB
SSM,05/03/2026  7:30 pm,Â,Ceasing to be a substantial holder  21  pages  1.9MB
FRS,05/03/2026  7:27 pm,Â,Application for quotation of securities - FRS  6  pages  18.7KB
CHN,05/03/2026  7:26 pm,Â,Becoming a substantial holder  49  pages  5.6MB
PDN,05/03/2026  7:24 pm,Â,Application for quotation of securities - PDN  7  pages  20.2KB
PIL,05/03/2026  7:16 pm,Â,Application for quotation of securities - PIL  6  pages  18.3KB
AUV,05/03/2026  7:13 pm,Â,Half Year Accounts  22  pages  1.7MB
NVU,05/03/2026  7:11 pm,Â,Notification of cessation of securities - NVU  4  pages  15.0KB
NVU,05/03/2026  7:11 pm,Â,Change of Director's Interest Notices  6  pages  322.6KB
AUB,05/03/2026  7:10 pm,Â,Change in substantial holding from MUFG  3736  pages  11.2MB
SYL,05/03/2026  7:03 pm,Â,Notice of Initial Substantial Holding from SOL  4  pages  238.2KB
SOL,05/03/2026  7:03 pm,Â,Notice of Initial Substantial Holding for SYL  4  pages  238.2KB
HLS,05/03/2026  6:59 pm,Â,Change in substantial holding from MUFG  30  pages  1.1MB
SB2,05/03/2026  6:57 pm,Â,Becoming a substantial holder from MUFG  8  pages  545.1KB
TM1,05/03/2026  6:49 pm,Â,Change in substantial holding  3  pages  391.1KB
VAU,05/03/2026  6:46 pm,Â,Update - Notification of buy-back - VAU  6  pages  18.1KB
ASB,05/03/2026  6:46 pm,Â,Change of Director's Interest Notice  2  pages  236.4KB
TLG,05/03/2026  6:40 pm,Â,Cleansing notice - issue of shares  1  page  136.4KB
HRZ,05/03/2026  6:39 pm,Â,Application for quotation of securities - HRZ  6  pages  18.2KB
AMS,05/03/2026  6:39 pm,Â,Company Secretary Appointment/Resignation  1  page  221.3KB
TLG,05/03/2026  6:35 pm,Â,Application for quotation of securities - TLG  6  pages  18.5KB
TM1,05/03/2026  6:35 pm,Â,Becoming a substantial holder  3  pages  786.6KB
AF6,05/03/2026  6:35 pm,Â,AFG 2025-1 Trust Investor Reports  10  pages  1.7MB
AF5,05/03/2026  6:34 pm,Â,AFG 2025-1NC Trust Investor Reports  11  pages  1.7MB
AF4,05/03/2026  6:33 pm,Â,AFG 2024-1 Trust Investor Reports  11  pages  1.7MB
ISE,05/03/2026  6:33 pm,Â,FINAL DISTRIBUTION ANNOUNCEMENT  3  pages  182.9KB
ICM,05/03/2026  6:33 pm,Â,FINAL DISTRIBUTION ANNOUNCEMENT  3  pages  182.9KB
IYL,05/03/2026  6:33 pm,Â,FINAL DISTRIBUTION ANNOUNCEMENT  3  pages  182.9KB
BIL,05/03/2026  6:33 pm,Â,FINAL DISTRIBUTION ANNOUNCEMENT  3  pages  182.9KB
IYL,05/03/2026  6:30 pm,Â,DISTRIBUTION REINVESTMENT PLAN PRICES  3  pages  255.2KB
ICM,05/03/2026  6:30 pm,Â,DISTRIBUTION REINVESTMENT PLAN PRICES  3  pages  255.2KB
ISE,05/03/2026  6:30 pm,Â,DISTRIBUTION REINVESTMENT PLAN PRICES  3  pages  255.2KB
BIL,05/03/2026  6:30 pm,Â,DISTRIBUTION REINVESTMENT PLAN PRICES  3  pages  255.2KB
1AI,05/03/2026  6:25 pm,Â,Notification regarding unquoted securities - 1AI  6  pages  18.4KB
VRS,05/03/2026  6:23 pm,Â,Change Of Director's Interest - Murray  3  pages  268.9KB
VRS,05/03/2026  6:21 pm,Â,Notification regarding unquoted securities - VRS  6  pages  19.5KB
1AI,05/03/2026  6:20 pm,Â,Change of Director's Interest Notice - DH  2  pages  254.0KB
1AI,05/03/2026  6:15 pm,Â,Cleansing Notice  1  page  145.2KB
NYM,05/03/2026  6:14 pm,Â,Half Yearly Report and Accounts  38  pages  3.4MB
ALK,05/03/2026  6:12 pm,Â,Change of Director's Interest Notice - B Mills  2  pages  325.8KB
1AI,05/03/2026  6:11 pm,Â,Application for quotation of securities - 1AI  7  pages  21.0KB
PRX,05/03/2026  6:11 pm,Â,Interim Financial Report for the Half-Year Ended 31 Dec 2025  17  pages  726.8KB
AON,05/03/2026  6:04 pm,Â,Half Year Accounts  21  pages  1.6MB
AON,05/03/2026  6:01 pm,Â,Notice under Section 708A  1  page  147.7KB
KP2,05/03/2026  6:00 pm,Â,Statement of CDIs on issue - KP2  3  pages  12.9KB
AON,05/03/2026  5:59 pm,Â,Application for quotation of securities - AON  6  pages  18.2KB
BCN,05/03/2026  5:50 pm,Â,Application for quotation of securities - BCN  6  pages  18.2KB
COR,05/03/2026  5:47 pm,Â,Monthly Redemptions and Units on Issue - Feb 2026  1  page  89.5KB
ALP,05/03/2026  5:47 pm,Â,Monthly Redemptions and Units on Issue - Feb 2026  1  page  89.2KB
BES,05/03/2026  5:46 pm,Â,Units on Issue and Fund Flows  1  page  163.0KB
HUG,05/03/2026  5:46 pm,Â,Units on Issue and Fund Flows  1  page  163.0KB
WWW,05/03/2026  5:46 pm,Â,Units on Issue and Fund Flows  1  page  163.0KB
GRO,05/03/2026  5:40 pm,Â,Monthly Redemptions and Units on Issue - Feb 2026  1  page  89.5KB
TLC,05/03/2026  5:36 pm,Â,Change in substantial holding  6  pages  404.5KB
NGX,05/03/2026  5:36 pm,Â,Half Year Accounts  21  pages  1.6MB
PXR,05/03/2026  5:35 pm,Â,Half Yearly Report and Accounts  23  pages  1.3MB
GMV,05/03/2026  5:32 pm,Â,Monthly Disclosure Information as at 28 February 2026  1  page  180.2KB
GCA,05/03/2026  5:30 pm,Â,Monthly OTC Exposure as at 28 February 2026  1  page  190.7KB
FLT,05/03/2026  5:29 pm,Â,Becoming a substantial holder  6  pages  297.5KB
BPT,05/03/2026  5:28 pm,Â,Becoming a substantial holder  5  pages  266.4KB
PRN,05/03/2026  5:28 pm,Â,Update - Notification of buy-back - PRN  6  pages  18.4KB
PRO,05/03/2026  5:25 pm,Â,Section 708A - Share Issue  1  page  174.8KB
ECL,05/03/2026  5:25 pm,Â,Becoming a substantial holder  2  pages  216.9KB
WAF,05/03/2026  5:21 pm,Â,Ceasing to be a substantial holder  6  pages  258.4KB
BAP,05/03/2026  5:20 pm,Â,Ceasing to be a substantial holder  4  pages  230.8KB
IEL,05/03/2026  5:19 pm,Â,Change in substantial holding  5  pages  253.6KB
WPR,05/03/2026  5:19 pm,Â,Appendix 3Y - Hadyn Stephens  3  pages  273.4KB
LIC,05/03/2026  5:16 pm,Â,Ceasing to be a substantial holder  4  pages  228.2KB
KAR,05/03/2026  5:15 pm,Â,Becoming a substantial holder  5  pages  266.2KB
A1G,05/03/2026  5:15 pm,,Results of First Court Hearing  4  pages  220.5KB
OLY,05/03/2026  5:15 pm,Â,Cleansing Notice  1  page  226.0KB
OLY,05/03/2026  5:13 pm,Â,Application for quotation of securities - OLY  6  pages  18.6KB
ACQ,05/03/2026  5:13 pm,Â,Investor Review  20  pages  1.0MB
AAS,05/03/2026  5:07 pm,Â,Units on Issue & Monthly Redemptions - February 2026  1  page  473.9KB
MGO,05/03/2026  5:07 pm,Â,Units on Issue & Monthly Redemptions - February 2026  1  page  473.9KB
OPP,05/03/2026  5:07 pm,Â,Units on Issue & Monthly Redemptions - February 2026  1  page  473.9KB
MHG,05/03/2026  5:07 pm,Â,Units on Issue & Monthly Redemptions - February 2026  1  page  473.9KB
MIC,05/03/2026  5:07 pm,Â,Units on Issue & Monthly Redemptions - February 2026  1  page  473.9KB
BEZ,05/03/2026  5:07 pm,Â,Statement of CDIs on issue - BEZ  3  pages  12.7KB
EDU,05/03/2026  5:07 pm,Â,Change in substantial holding from MQG  15  pages  165.8KB
MQG,05/03/2026  5:07 pm,Â,Change in substantial holding for EDU  15  pages  165.8KB
G88,05/03/2026  5:00 pm,Â,Notification of cessation of securities - G88  4  pages  14.9KB
X2M,05/03/2026  4:59 pm,Â,Cleansing notice  2  pages  306.1KB
X2M,05/03/2026  4:56 pm,Â,Application for quotation of securities - X2M  7  pages  19.8KB
AMN,05/03/2026  4:56 pm,Â,Half Yearly Report and Accounts  25  pages  1.1MB
CTW,05/03/2026  4:55 pm,Â,CitiFirst ALD SFI MINIs Dividend  1  page  101.7KB
PLG,05/03/2026  4:52 pm,,Suspension from Quotation  1  page  86.8KB
SB2,05/03/2026  4:49 pm,Â,Becoming a substantial holder from MS  6  pages  455.0KB
GYG,05/03/2026  4:47 pm,Â,Notification of cessation of securities - GYG  4  pages  14.7KB
CEH,05/03/2026  4:46 pm,Â,Replacement - Ceasing to be a substantial holder from MIR  3  pages  363.9KB
MIR,05/03/2026  4:46 pm,Â,Replacement - Ceasing to be a substantial holder for CEH  3  pages  363.9KB
WAG,05/03/2026  4:45 pm,Â,Change in substantial holding  3  pages  457.6KB
AEG,05/03/2026  4:42 pm,Â,Change of Director's Interest Notice  2  pages  293.0KB
AAS,05/03/2026  4:42 pm,Â,AASF Fund Update - February 2026  2  pages  391.6KB
