ASX Code,Date,Price sens.,Headline
HFR,12/09/2025  12:56 pm,,Response to ASX Query Letter  11  pages  528.7KB
BHM,12/09/2025  12:55 pm,Â,Application for quotation of securities - BHM  8  pages  21.3KB
SVY,12/09/2025  12:49 pm,Â,Results of General Meeting  2  pages  221.9KB
T92,12/09/2025  12:49 pm,Â,Results of Meeting  3  pages  84.6KB
PXX,12/09/2025  12:47 pm,Â,Update - Proposed issue of securities - PXX  5  pages  17.7KB
BOL,12/09/2025  12:46 pm,Â,Resignation of CFO  1  page  205.9KB
TCG,12/09/2025  12:45 pm,Â,Half Yearly Report and Accounts  27  pages  1.7MB
AUR,12/09/2025  12:43 pm,Â,Letter to Shareholders & Proxy Form  3  pages  231.0KB
REM,12/09/2025  12:42 pm,Â,Results of General Meeting  2  pages  166.9KB
BTL,12/09/2025  12:42 pm,Â,Half Year Financial Report  41  pages  11.8MB
AUR,12/09/2025  12:42 pm,Â,Notice of Annual General Meeting & Proxy Form  18  pages  421.5KB
PCI,12/09/2025  12:36 pm,Â,Daily Net Tangible Asset Statement  1  page  454.8KB
XST,12/09/2025  12:36 pm,Â,Anticipated Reinstatement to Quotation  2  pages  145.7KB
BAO,12/09/2025  12:30 pm,Â,Monthly Performance report August 2025  2  pages  217.0KB
NNG,12/09/2025  12:30 pm,,NNG issue of Convertible Notes  2  pages  168.3KB
DAO,12/09/2025  12:30 pm,Â,Monthly Performance report August 2025  2  pages  231.1KB
GBR,12/09/2025  12:27 pm,Â,Annual Corporate Governance Statement & Appendix 4G  28  pages  758.4KB
GBR,12/09/2025  12:27 pm,Â,Annual Report to shareholders  88  pages  7.2MB
QRI,12/09/2025  12:25 pm,Â,Distribution Announcement  3  pages  107.2KB
QRI,12/09/2025  12:24 pm,Â,Update - Dividend/Distribution - QRI  5  pages  18.4KB
NNG,12/09/2025  12:23 pm,Â,Notification regarding unquoted securities - NNG  6  pages  18.3KB
RWD,12/09/2025  12:23 pm,Â,Half Yearly Report and Accounts  24  pages  2.5MB
GQG,12/09/2025  12:23 pm,Â,Appendix 3Y - R Jain  3  pages  187.2KB
IFM,12/09/2025  12:18 pm,Â,Notification of cessation of securities - IFM  5  pages  17.1KB
LOC,12/09/2025  12:11 pm,Â,Investor webinar - Intention to change listing to NZX  1  page  357.9KB
H2G,12/09/2025  12:07 pm,Â,Results of Extraordinary General Meeting  2  pages  711.5KB
UBN,12/09/2025  12:03 pm,Â,Change of Director's Interest Notice - Lee  3  pages  302.8KB
CSL,12/09/2025  12:01 pm,Â,Update - Dividend/Distribution - CSL  5  pages  18.3KB
SVY,12/09/2025  12:00 pm,,General Meeting Presentation  40  pages  13.8MB
TOV,12/09/2025  11:59 am,Â,EMU Panel Receives Application  2  pages  149.2KB
EMU,12/09/2025  11:59 am,,TOV: EMU Panel Receives Application  2  pages  149.2KB
BKW,12/09/2025  11:59 am,Â,Supreme Court of New South Wales approves BKW Share Scheme  2  pages  137.5KB
SOL,12/09/2025  11:59 am,Â,Supreme Court approves SOL Share Scheme  2  pages  69.5KB
EV1,12/09/2025  11:57 am,Â,Update - Proposed issue of securities - EV1  8  pages  28.7KB
SEG,12/09/2025  11:56 am,Â,Notification regarding unquoted securities - SEG  6  pages  19.0KB
ASE,12/09/2025  11:56 am,,Drilling of Gold-Silver Targets Commences at Needles Project  32  pages  3.8MB
AKN,12/09/2025  11:56 am,Â,Half Yearly Report and Accounts  28  pages  1.4MB
AXW,12/09/2025  11:55 am,Â,mFund - Removal from Settlement Service - AXW09  6  pages  223.6KB
AXW,12/09/2025  11:55 am,Â,mFund - Removal from Settlement Service - AXW11  6  pages  223.0KB
CVR,12/09/2025  11:54 am,Â,Application for quotation of securities - CVR  6  pages  18.2KB
SEG,12/09/2025  11:50 am,Â,Application for quotation of securities - SEG  7  pages  20.6KB
SRV,12/09/2025  11:48 am,Â,Application for quotation of securities - SRV  6  pages  18.4KB
APL,12/09/2025  11:45 am,Â,Change of Director's Interest Notice - J Billings  2  pages  812.1KB
SRV,12/09/2025  11:44 am,Â,Application for quotation of securities - SRV  6  pages  18.3KB
AZJ,12/09/2025  11:34 am,Â,Notice of Annual General Meeting/Proxy Form  15  pages  886.2KB
ECF,12/09/2025  11:33 am,Â,Replacement Bidder's Statement-Completion of dispatch  2  pages  144.3KB
PRO,12/09/2025  11:32 am,Â,Director Resignation  1  page  222.7KB
IGN,12/09/2025  11:31 am,Â,Change of Director's Interest Notice Mr G Sladden  2  pages  263.7KB
WMA,12/09/2025  11:27 am,Â,August 2025 Investment Update  4  pages  689.6KB
IGN,12/09/2025  11:27 am,Â,Change of Director's Interest Notice Mr C Judson  2  pages  270.4KB
IGN,12/09/2025  11:26 am,Â,Change of Director's Interest Notice Ms J Elliott  2  pages  265.4KB
BUS,12/09/2025  11:20 am,,Drilling to Commence at Crosbie North Gold-Antimony Project  7  pages  951.8KB
AOA,12/09/2025  11:17 am,,"Drilling for rare earth elements in Limestone Coast, SA  9  pages  2.1MB"
DUI,12/09/2025  11:13 am,Â,Notice of 2025 AGM and Proxy Form  11  pages  455.7KB
RF1,12/09/2025  11:09 am,Â,Unitholder Monthly Report for August 2025  2  pages  540.8KB
DUI,12/09/2025  11:07 am,Â,2025 Appendix 4G and Corporate Governance Statement  20  pages  539.4KB
DUI,12/09/2025  11:07 am,Â,2025 Annual Report  52  pages  5.3MB
TEK,12/09/2025  11:06 am,Â,Net Tangible Asset Backing August 2025 with commentary  2  pages  193.2KB
AUI,12/09/2025  11:04 am,Â,Notice of 2025 AGM and Proxy Form  11  pages  391.6KB
AUI,12/09/2025  11:03 am,Â,2025 Appendix 4G and Corporate Governance Statement  20  pages  538.1KB
4DX,12/09/2025  11:03 am,Â,Updated Top 20 Option Holders & Distribution Schedule  5  pages  197.0KB
AUI,12/09/2025  11:02 am,Â,2025 Annual Report  52  pages  5.3MB
RCT,12/09/2025  10:57 am,,Bidder's Statement - Commencement of Despatch  75  pages  1.3MB
RNT,12/09/2025  10:56 am,Â,Application for quotation of securities - RNT  6  pages  19.2KB
RIC,12/09/2025  10:56 am,Â,Change in substantial holding  2  pages  100.9KB
PTX,12/09/2025  10:54 am,Â,Notice of Annual General Meeting/Proxy Form  28  pages  1.0MB
WAR,12/09/2025  10:46 am,Â,August 2025 Investment Update  5  pages  534.5KB
CHW,12/09/2025  10:44 am,Â,Cleansing Notice  1  page  265.8KB
CHW,12/09/2025  10:38 am,Â,Application for quotation of securities - CHW  6  pages  18.2KB
TOP,12/09/2025  10:36 am,Â,Net Tangible Asset Backing August 2025 with commentary  2  pages  271.3KB
LVE,12/09/2025  10:33 am,Â,Appendix 3Y - Michael Ye  2  pages  289.2KB
FSI,12/09/2025  10:27 am,Â,Interest Payment - FSIGA  4  pages  15.6KB
GVF,12/09/2025  10:27 am,Â,Investment Update and NTA Value as at 31 August 2025  4  pages  378.3KB
COB,12/09/2025  10:27 am,Â,Proposed issue of securities - COB  7  pages  25.7KB
COB,12/09/2025  10:26 am,Â,Proposed issue of securities - COB  6  pages  22.0KB
COB,12/09/2025  10:26 am,,Successful A$1m Placement and entry into Placement Agreement  5  pages  1.0MB
ECP,12/09/2025  10:23 am,Â,Interest Payment - ECPGA  4  pages  15.4KB
CLW,12/09/2025  10:21 am,,Dividend/Distribution - CLW  5  pages  18.9KB
MA1,12/09/2025  10:21 am,Â,Application for quotation of securities - MA1  6  pages  17.7KB
BEN,12/09/2025  10:21 am,Â,Notification regarding unquoted securities - BEN  5  pages  17.8KB
PNV,12/09/2025  10:20 am,,Trading Halt  2  pages  275.9KB
WAA,12/09/2025  10:19 am,Â,August 2025 Investment Update  4  pages  452.1KB
GFL,12/09/2025  10:19 am,Â,Interest Payment - GFLGA  4  pages  15.8KB
CTW,12/09/2025  10:19 am,Â,CitiFirst QUB SFIs Dividend  1  page  102.6KB
QFE,12/09/2025  10:17 am,Â,Notice under section 708A(5) of the Corporations Act 2001  2  pages  116.5KB
HFR,12/09/2025  10:17 am,Â,Half Yearly Accounts  27  pages  1.3MB
AQD,12/09/2025  10:06 am,Â,AusQuest to Present at RRS  1  page  254.2KB
GFL,12/09/2025  10:06 am,Â,Corporate Governance Statement 2025  6  pages  1.4MB
GFL,12/09/2025  10:05 am,Â,Appendix 4G GFL  14  pages  429.5KB
GFL,12/09/2025  10:04 am,Â,Global Masters Fund Annual Report 2025  40  pages  4.6MB
SGR,12/09/2025  10:00 am,Â,2025 Annual General Meeting Details  1  page  138.2KB
ABB,12/09/2025  9:55 am,Â,Notice of Annual General Meeting  24  pages  1.0MB
MC2,12/09/2025  9:55 am,Â,"Marimaca Copper Announces Closing of A$80,000,000 Placement  3  pages  247.0KB"
PNV,12/09/2025  9:54 am,,Pause in Trading  1  page  117.7KB
SXL,12/09/2025  9:54 am,Â,Appendix 3Y John Kelly  3  pages  296.3KB
MRI,12/09/2025  9:53 am,Â,Proposed issue of securities - MRI  6  pages  23.4KB
MC2,12/09/2025  9:52 am,Â,Cleansing Notice  1  page  216.7KB
MRI,12/09/2025  9:52 am,,Non-Renounceable Issue  55  pages  995.4KB
MRI,12/09/2025  9:52 am,,MRI announces pro-rata non-renounceable entitlement issue  3  pages  98.3KB
SCP,12/09/2025  9:52 am,Â,Change of Director's Interest Notice - Walker  3  pages  167.6KB
ASE,12/09/2025  9:51 am,Â,Date of AGM and Closing Date for Director Nominations  1  page  150.3KB
WMA,12/09/2025  9:48 am,Â,Geoff Wilson Appendix 3Y  2  pages  231.1KB
AP2,12/09/2025  9:46 am,Â,AER releases draft determination on Basslink  1  page  125.3KB
APA,12/09/2025  9:46 am,Â,AER releases draft determination on Basslink  1  page  125.3KB
AMC,12/09/2025  9:46 am,Â,Preliminary Proxy Statement (PRE 14A)  83  pages  5.1MB
MTH,12/09/2025  9:46 am,Â,Section 708A Notice  1  page  147.8KB
WAR,12/09/2025  9:45 am,Â,Geoff Wilson Appendix 3Y  2  pages  618.3KB
MQR,12/09/2025  9:43 am,,Marquee Declares Maiden Antimony Resource at Eastern Hills  28  pages  2.7MB
ATG,12/09/2025  9:43 am,Â,Change of Director's Interest Notice - Robert Sherwin  2  pages  88.3KB
WAA,12/09/2025  9:42 am,Â,Geoff Wilson Appendix 3Y  2  pages  220.4KB
MPA,12/09/2025  9:41 am,Â,Waiver of ASX Listing Rule 6.23.4 Granted  2  pages  187.3KB
BTC,12/09/2025  9:40 am,Â,Net Tangible Asset Backing - 31 August 2025  1  page  144.1KB
FLC,12/09/2025  9:38 am,Â,Change in substantial holding  4  pages  150.7KB
TEA,12/09/2025  9:37 am,Â,Cleansing Notice for Institutional Placement  2  pages  848.2KB
BXB,12/09/2025  9:37 am,Â,Notification of cessation of securities - BXB  4  pages  15.0KB
EMU,12/09/2025  9:37 am,Â,EMU Increases Interest to 83% in Yataga Copper Project QLD  1  page  118.3KB
BLU,12/09/2025  9:36 am,Â,Notice of General Meeting/Proxy Form  17  pages  619.3KB
BLU,12/09/2025  9:35 am,Â,Letter to Shareholders - General Meeting  1  page  120.6KB
CCX,12/09/2025  9:35 am,Â,Change of Director's Interest Notice  3  pages  235.5KB
RTR,12/09/2025  9:33 am,Â,Application for quotation of securities - RTR  5  pages  16.8KB
BAP,12/09/2025  9:32 am,Â,Appointment of Non-Executive Director  1  page  187.0KB
NTU,12/09/2025  9:32 am,Â,Full Year Statutory Accounts  89  pages  2.6MB
DXC,12/09/2025  9:32 am,Â,Appointment of new Fund Manager  1  page  136.0KB
E25,12/09/2025  9:31 am,Â,Proposed issue of securities - E25  5  pages  18.0KB
E25,12/09/2025  9:31 am,,Successful A$10 Million Placement to Fund Company Growth  4  pages  412.3KB
FPC,12/09/2025  9:31 am,Â,Weekly NAV  1  page  174.4KB
RCM,12/09/2025  9:30 am,,Trading Halt  2  pages  411.2KB
MHM,12/09/2025  9:29 am,Â,Appendix 4G & Corporate Governance Statement  22  pages  563.4KB
DXI,12/09/2025  9:28 am,Â,Appointment of new Fund Manager  1  page  116.7KB
IXR,12/09/2025  9:25 am,Â,Proposed issue of securities - IXR  5  pages  19.9KB
IXR,12/09/2025  9:25 am,Â,Proposed issue of securities - IXR  6  pages  22.7KB
TGF,12/09/2025  9:25 am,Â,August 2025 - NTA Statement  4  pages  384.7KB
IXR,12/09/2025  9:24 am,Â,Proposed issue of securities - IXR  8  pages  29.7KB
OZM,12/09/2025  9:24 am,,Trading Halt  2  pages  313.5KB
FLX,12/09/2025  9:22 am,Â,Results of SPP  2  pages  224.8KB
SGR,12/09/2025  9:21 am,Â,Notification of ceasing to be a substantial holder-Citigroup  1  page  109.5KB
PPE,12/09/2025  9:20 am,Â,Update - Notification of buy-back - PPE  6  pages  18.2KB
TAT,12/09/2025  9:20 am,Â,Resignation of Director & Appendix 3Z  3  pages  362.0KB
ABX,12/09/2025  9:19 am,,Strategic Investment for QLD and NSW Bauxite Projects  6  pages  544.1KB
XST,12/09/2025  9:18 am,Â,30 June 2025 Interim Financial Report  29  pages  948.4KB
RF1,12/09/2025  9:17 am,Â,Update - Notification of buy-back - RF1  6  pages  18.3KB
4DX,12/09/2025  9:17 am,,Supplementary announcement - 4DX agreements  1  page  215.5KB
SPY,12/09/2025  9:16 am,Â,Distribution Record Date Announcement  2  pages  115.5KB
KTA,12/09/2025  9:13 am,Â,Proposed issue of securities - KTA  7  pages  25.6KB
KTA,12/09/2025  9:13 am,,$3.1m Placement to Advance Drilling at Zopkhito Sb-Au  3  pages  187.9KB
IXR,12/09/2025  9:13 am,Â,Target Market Determination (TMD)  4  pages  108.6KB
BLX,12/09/2025  9:12 am,Â,BLX - 2025 AGM Notice of Meeting  13  pages  641.2KB
DY6,12/09/2025  9:12 am,,Trading Halt  2  pages  258.6KB
LKO,12/09/2025  9:11 am,,Trading Halt  2  pages  821.8KB
CXM,12/09/2025  9:09 am,Â,Removal from Official List  1  page  111.3KB
TZL,12/09/2025  9:09 am,,NED Appointment and Credit Extension  3  pages  130.3KB
BUB,12/09/2025  9:08 am,Â,FY25 Appendix 4G and Corporate Governance Statement  18  pages  1.1MB
CXZ,12/09/2025  9:08 am,Â,Update - Notification of buy-back - CXZ  6  pages  18.6KB
MTH,12/09/2025  9:08 am,Â,Application for quotation of securities - MTH  7  pages  21.2KB
PMC,12/09/2025  9:08 am,Â,Platinum Capital Limited - Buyback update  1  page  169.8KB
NRX,12/09/2025  9:08 am,,Diamond Drilling Returns Further Copper Intercepts at Fiesta  14  pages  1.2MB
AFI,12/09/2025  9:06 am,Â,Update - Notification of buy-back - AFI  6  pages  18.3KB
TVN,12/09/2025  9:06 am,,Trading Halt  2  pages  282.5KB
AMH,12/09/2025  9:06 am,Â,Update - Notification of buy-back - AMH  6  pages  18.3KB
DJW,12/09/2025  9:05 am,Â,Update - Notification of buy-back - DJW  6  pages  18.3KB
RRR,12/09/2025  9:03 am,,Trading Halt  3  pages  352.7KB
ANV,12/09/2025  9:01 am,Â,Next Interest Payment Date  1  page  116.7KB
VRL,12/09/2025  9:01 am,,Historical Drill Validation Confirms High Gold Grade Zones  28  pages  2.0MB
BUB,12/09/2025  9:01 am,Â,FY25 Annual Report  78  pages  7.2MB
TRJ,12/09/2025  9:00 am,Â,Notice Under Section 708A  2  pages  161.2KB
LOC,12/09/2025  8:59 am,,Intention to change listing to NZX  50  pages  13.1MB
CBO,12/09/2025  8:59 am,Â,Change of Director's Interest Notices  7  pages  604.2KB
FAU,12/09/2025  8:58 am,,FAU Receives Approvals for Drilling at Gimlet Gold Project  4  pages  999.6KB
TRJ,12/09/2025  8:57 am,Â,Application for quotation of securities - TRJ  6  pages  18.9KB
CVW,12/09/2025  8:57 am,Â,Update - Notification of buy-back - CVW  6  pages  18.4KB
IXR,12/09/2025  8:56 am,Â,Investor Presentation  36  pages  5.3MB
WHC,12/09/2025  8:54 am,Â,Update - Notification of buy-back - WHC  6  pages  18.3KB
BVS,12/09/2025  8:54 am,Â,Notice of Annual General Meeting/Proxy Form  16  pages  751.5KB
NWL,12/09/2025  8:53 am,Â,Application for quotation of securities - NWL  7  pages  22.1KB
IXR,12/09/2025  8:52 am,Â,Prospectus  36  pages  501.2KB
FRS,12/09/2025  8:52 am,Â,Proposed issue of securities - FRS  5  pages  17.3KB
AS2,12/09/2025  8:52 am,,FRS: Forrestania Resources Acquires Burracoppin Gold Project  52  pages  2.7MB
FRS,12/09/2025  8:52 am,,Forrestania Resources Acquires Burracoppin Gold Project  52  pages  2.7MB
SIS,12/09/2025  8:50 am,Â,Cleansing Notice  3  pages  391.5KB
NWL,12/09/2025  8:49 am,Â,Application for quotation of securities - NWL  7  pages  20.0KB
TTT,12/09/2025  8:49 am,Â,Andy Haeuptle appointed to U.S. Strategic Advisory Group  2  pages  94.2KB
SIS,12/09/2025  8:48 am,Â,Change of Director's Interest Notice - Ismail  3  pages  209.2KB
SIS,12/09/2025  8:48 am,Â,Notification regarding unquoted securities - SIS  7  pages  22.3KB
STM,12/09/2025  8:47 am,Â,Appendix 4G  14  pages  400.6KB
ABX,12/09/2025  8:47 am,Â,Notification of cessation of securities  4  pages  339.4KB
ABX,12/09/2025  8:47 am,Â,Change of Director's Interest Notice  3  pages  256.1KB
JBH,12/09/2025  8:46 am,Â,Annual Report 2025 - with Chair's & CEO's Report  100  pages  635.4KB
IXR,12/09/2025  8:46 am,,Renounceable rights issue and placement to raise up to $7M  4  pages  210.9KB
T92,12/09/2025  8:45 am,Â,Change of Director's Interest Notices x 4 Options Expiry  12  pages  547.5KB
BBN,12/09/2025  8:44 am,Â,Notice of 2025 Annual General Meeting and related documents  17  pages  1.3MB
PMC,12/09/2025  8:44 am,Â,Update - Notification of buy-back - PMC  6  pages  18.4KB
ALL,12/09/2025  8:43 am,Â,Executive leadership changes  2  pages  86.2KB
ARB,12/09/2025  8:43 am,Â,Notice of Annual General Meeting/Proxy Form  9  pages  749.7KB
SIS,12/09/2025  8:43 am,Â,Notification regarding unquoted securities - SIS  6  pages  20.7KB
EPY,12/09/2025  8:43 am,Â,Update - Notification of buy-back - EPY  6  pages  18.2KB
FPR,12/09/2025  8:42 am,Â,Update - Notification of buy-back - FPR  6  pages  18.4KB
CIP,12/09/2025  8:42 am,Â,Update - Notification of buy-back - CIP  6  pages  18.4KB
EMH,12/09/2025  8:41 am,Â,Completion of Non-Dilutive Refinancing  5  pages  276.9KB
CTW,12/09/2025  8:40 am,Â,CitiFirst MINIs Cash Amounts for Stop Loss Event 11 Sep 25  1  page  81.7KB
STM,12/09/2025  8:40 am,Â,Annual Report to shareholders  78  pages  2.8MB
SIS,12/09/2025  8:38 am,Â,Application for quotation of securities - SIS  6  pages  18.4KB
AUZ,12/09/2025  8:38 am,Â,HyMARC Testing Confirms Hydrogen Storage Potential  6  pages  474.0KB
JBH,12/09/2025  8:37 am,Â,Notice of AGM 2025  16  pages  515.9KB
MCP,12/09/2025  8:37 am,Â,Appendix 3Y - Brett Charlton  2  pages  277.7KB
AKM,12/09/2025  8:31 am,,Mongolian Cabinet Endorses PPP for Murun-Uliastai Highway  4  pages  853.8KB
SVY,12/09/2025  8:30 am,,Phase 2 RC Drilling Completed at Fairview North Gold Project  30  pages  8.8MB
LFS,12/09/2025  8:30 am,Â,Change of Director's Interest Notice - R Belan  2  pages  252.4KB
OBM,12/09/2025  8:29 am,,2025 Mineral Resource and Ore Reserve Statement  92  pages  2.3MB
