ASX Code,Date,Price sens.,Headline
AGC,16/07/2026  6:09 pm,Â,Ceasing to be a substantial holder - New South Resources PL  1  page  628.6KB
BRX,16/07/2026  6:03 pm,Â,Cleansing Notice  1  page  362.6KB
GGP,16/07/2026  6:03 pm,Â,June 2026 Quarter Results and Webcast  1  page  285.6KB
OCN,16/07/2026  6:02 pm,Â,Cleansing Prospectus  44  pages  620.4KB
OCN,16/07/2026  5:57 pm,Â,Proposed issue of securities - OCN  5  pages  19.2KB
STK,16/07/2026  5:52 pm,Â,Results of Meeting  2  pages  385.2KB
VAU,16/07/2026  5:49 pm,Â,Becoming a substantial holder from MQG  19  pages  205.1KB
MQG,16/07/2026  5:49 pm,Â,Becoming a substantial holder for VAU  19  pages  205.1KB
BRX,16/07/2026  5:44 pm,Â,Application for quotation of securities - BRX  8  pages  23.4KB
CRS,16/07/2026  5:43 pm,Â,Cleansing Notice  1  page  182.3KB
CRS,16/07/2026  5:42 pm,Â,Application for quotation of securities - CRS  6  pages  18.2KB
LYC,16/07/2026  5:40 pm,Â,Change in substantial holding  24  pages  476.1KB
HTG,16/07/2026  5:36 pm,Â,Notification regarding unquoted securities - HTG  6  pages  19.8KB
PNR,16/07/2026  5:36 pm,Â,Change in substantial holding  15  pages  352.4KB
CAR,16/07/2026  5:35 pm,Â,Ceasing to be a substantial holder from MUFG  63  pages  2.9MB
JCS,16/07/2026  5:34 pm,,Business Update FY26 (Full Year 30 June 2026)  2  pages  349.8KB
HTG,16/07/2026  5:32 pm,Â,Notification regarding unquoted securities - HTG  6  pages  19.8KB
BSR,16/07/2026  5:32 pm,Â,Notification regarding unquoted securities - BSR  6  pages  18.4KB
TTT,16/07/2026  5:32 pm,Â,Update on Redomiciliation to the United States  1  page  85.9KB
AOV,16/07/2026  5:29 pm,Â,Ceasing to be a substantial holder from MUFG  88  pages  778.9KB
HTG,16/07/2026  5:28 pm,Â,Secondary Trading Notice  2  pages  170.2KB
HTG,16/07/2026  5:23 pm,Â,Application for quotation of securities - HTG  6  pages  18.5KB
ACL,16/07/2026  5:22 pm,Â,Change in substantial holding  9  pages  501.6KB
ZNC,16/07/2026  5:22 pm,Â,Issue of Shares and Cleansing Notice  1  page  107.9KB
HTG,16/07/2026  5:21 pm,Â,Application for quotation of securities - HTG  6  pages  18.5KB
ZNC,16/07/2026  5:21 pm,Â,Application for quotation of securities - ZNC  6  pages  18.2KB
SVN,16/07/2026  5:20 pm,,Letter to investors - June 2026  10  pages  997.8KB
MML,16/07/2026  5:13 pm,Â,Application for quotation of securities - MML  6  pages  18.7KB
PPT,16/07/2026  5:12 pm,Â,Change in substantial holding for CAA  6  pages  571.1KB
CAA,16/07/2026  5:12 pm,Â,Change in substantial holding from PPT  6  pages  571.1KB
HTG,16/07/2026  5:10 pm,Â,Results of Meeting  2  pages  188.5KB
CTT,16/07/2026  5:09 pm,Â,Change in substantial holding  4  pages  182.3KB
SOP,16/07/2026  5:09 pm,Â,Change in substantial holding  4  pages  181.9KB
APZ,16/07/2026  5:04 pm,Â,Change in substantial holding from MFG  5  pages  268.2KB
MFG,16/07/2026  5:04 pm,Â,Change in substantial holding for APZ  5  pages  268.2KB
MQG,16/07/2026  5:02 pm,Â,Change in substantial holding for GNC  20  pages  172.1KB
GNC,16/07/2026  5:02 pm,Â,Change in substantial holding from MQG  20  pages  172.1KB
AIQ,16/07/2026  5:01 pm,Â,Notification of cessation of securities - AIQ  4  pages  14.7KB
AIQ,16/07/2026  5:01 pm,Â,Update - Notification of buy-back - AIQ  6  pages  18.2KB
MKA,16/07/2026  5:01 pm,Â,Q2 2026 Quarterly Letter  5  pages  1.3MB
MKA,16/07/2026  5:00 pm,Â,MKAX June 2026 Monthly Report  2  pages  209.1KB
MIR,16/07/2026  4:57 pm,Â,Notification of buy-back - MIR  5  pages  15.3KB
MOG,16/07/2026  4:57 pm,Â,Q2 2026 Quarterly Letter  5  pages  1.3MB
MOG,16/07/2026  4:56 pm,Â,MOGL June 2026 Monthly Report  2  pages  209.7KB
JDO,16/07/2026  4:55 pm,Â,Becoming a substantial holder from MQG  151  pages  464.0KB
MQG,16/07/2026  4:55 pm,Â,Becoming a substantial holder for JDO  151  pages  464.0KB
ALL,16/07/2026  4:54 pm,Â,Change of Director's Interest Notice - T Croker  3  pages  335.3KB
BGL,16/07/2026  4:51 pm,Â,Notification regarding unquoted securities - BGL  5  pages  16.8KB
REA,16/07/2026  4:51 pm,Â,REA to increase holding in Aurum through REA India sale  2  pages  105.7KB
MOT,16/07/2026  4:47 pm,Â,Daily Fund Update  1  page  569.2KB
PPL,16/07/2026  4:39 pm,Â,Q4FY26 results release date and investor briefing invitation  2  pages  100.6KB
KRR,16/07/2026  4:37 pm,Â,Vesting of Performance Rights  1  page  135.9KB
EG1,16/07/2026  4:37 pm,Â,Change of Director's Interest Notice - GG  3  pages  7.3KB
CCG,16/07/2026  4:35 pm,Â,Change in substantial holding  4  pages  550.0KB
CAA,16/07/2026  4:33 pm,Â,Change in substantial holding  4  pages  221.4KB
PIC,16/07/2026  4:32 pm,Â,Daily Net Tangible Asset Statement  1  page  226.1KB
EG1,16/07/2026  4:31 pm,Â,Notification regarding unquoted securities - EG1  9  pages  30.1KB
MQR,16/07/2026  4:29 pm,Â,Notice of General Meeting/Proxy Form  24  pages  388.6KB
MXT,16/07/2026  4:29 pm,Â,Daily Fund Update  1  page  604.1KB
CTW,16/07/2026  4:26 pm,Â,CitiFirst Instalment MINIs Strike Changes Effective 17 Jul26  10  pages  1.4MB
CTW,16/07/2026  4:26 pm,Â,CitiFirst MINIs Strike Changes Effective 17 Jul 26  33  pages  3.2MB
CAT,16/07/2026  4:25 pm,Â,Change of Director's Interest Notice  4  pages  205.8KB
TZL,16/07/2026  4:23 pm,Â,Notification of cessation of securities - TZL  4  pages  15.3KB
CAT,16/07/2026  4:22 pm,Â,Notification regarding unquoted securities - CAT  7  pages  21.7KB
TMS,16/07/2026  4:22 pm,Â,Application for quotation of securities - TMS  7  pages  22.6KB
SRJ,16/07/2026  4:16 pm,Â,Application for quotation of securities - SRJ  5  pages  16.9KB
TMS,16/07/2026  4:16 pm,Â,Top 20 Holders and Spread for New Options  3  pages  90.0KB
MP1,16/07/2026  4:16 pm,Â,Becoming a substantial holder  10  pages  427.7KB
SKK,16/07/2026  4:06 pm,Â,Notice of General Meeting/Proxy Form  25  pages  563.3KB
DTR,16/07/2026  4:06 pm,Â,Change of Director's Interest Notice  2  pages  251.0KB
DTR,16/07/2026  4:05 pm,Â,Application for quotation of securities - DTR  5  pages  16.6KB
RVT,16/07/2026  4:05 pm,Â,"Appointment of GM - Development, Approvals & Studies  1  page  173.2KB"
ECP,16/07/2026  3:50 pm,,ECP Shareholders' Quarterly Report - June 2026  2  pages  562.1KB
KLR,16/07/2026  3:48 pm,,REEs Drilling to commence in SA  3  pages  1.3MB
ABB,16/07/2026  3:44 pm,Â,Notification regarding unquoted securities - ABB  7  pages  22.2KB
GFL,16/07/2026  3:44 pm,Â,GFL - Shareholders' Quarterly Report - June 2026  2  pages  1.1MB
FSI,16/07/2026  3:42 pm,Â,FSI Shareholders' Quarterly Report - June 2026  2  pages  879.6KB
HMI,16/07/2026  3:39 pm,Â,Release of Securities from Escrow  1  page  89.5KB
HCH,16/07/2026  3:36 pm,Â,Application for quotation of securities - HCH  6  pages  19.1KB
CLV,16/07/2026  3:22 pm,Â,Substantial Shareholder Notice  4  pages  2.0MB
DCC,16/07/2026  3:17 pm,Â,Update - Notification of buy-back - DCC  5  pages  15.9KB
CLA,16/07/2026  3:15 pm,Â,Initial Director's Interest Notice  2  pages  187.2KB
VAR,16/07/2026  3:09 pm,Â,Notification regarding unquoted securities - VAR  5  pages  16.7KB
TOT,16/07/2026  3:08 pm,Â,Update - Dividend/Distribution - TOT  5  pages  19.3KB
VAR,16/07/2026  3:07 pm,Â,Application for quotation of securities - VAR  7  pages  20.8KB
VAR,16/07/2026  3:05 pm,Â,Cleansing Statement  1  page  231.0KB
VAR,16/07/2026  3:04 pm,,Tranche 2 of $5 million Placement Completes  3  pages  297.6KB
MML,16/07/2026  3:04 pm,Â,Change of Director's Interest Notice - Finnis  3  pages  451.3KB
STG,16/07/2026  3:03 pm,Â,Change of Director's Interest Notice (GS)  3  pages  240.5KB
STG,16/07/2026  3:03 pm,Â,Notification of cessation of securities - STG  4  pages  14.6KB
OLI,16/07/2026  3:02 pm,,Quarterly Activities/Appendix 4C Cash Flow Report  9  pages  740.3KB
CXO,16/07/2026  2:59 pm,Â,Axiant Lodges IPO Prospectus  5  pages  177.8KB
UNI,16/07/2026  2:57 pm,Â,Becoming a substantial holder  5  pages  301.0KB
SP3,16/07/2026  2:55 pm,Â,Proposed issue of securities - SP3  5  pages  17.3KB
SCP,16/07/2026  2:48 pm,Â,Change of Director's Interest Notice (GB)  5  pages  305.9KB
BP8,16/07/2026  2:41 pm,Â,Becoming a substantial holder  2  pages  1.0MB
TKM,16/07/2026  2:40 pm,Â,Results of Meeting  2  pages  277.3KB
