ASX Code,Date,Price sens.,Headline
FRE,14/05/2026  2:57 pm,Â,Options Top 20 Holders Report  2  pages  70.7KB
FRE,14/05/2026  2:55 pm,Â,Options Range Report  1  page  65.9KB
WQG,14/05/2026  2:55 pm,Â,Investment Update 30 April 2026  2  pages  156.9KB
SLX,14/05/2026  2:54 pm,Â,Notification of cessation of securities - SLX  4  pages  14.9KB
FRE,14/05/2026  2:54 pm,Â,Application for quotation of securities - FRE  7  pages  22.2KB
WCM,14/05/2026  2:54 pm,Â,Investment Update 30 April 2026  2  pages  124.5KB
GCI,14/05/2026  2:54 pm,Â,Net Tangible Asset Backing  1  page  441.6KB
SRJ,14/05/2026  2:54 pm,Â,Investor Webinar recording available  2  pages  173.8KB
SLX,14/05/2026  2:53 pm,Â,Application for quotation of securities - SLX  7  pages  21.4KB
BWN,14/05/2026  2:47 pm,Â,Change of Director's Interest Notice - A.Wackett  3  pages  473.3KB
SKT,14/05/2026  2:43 pm,Â,Ongoing Disclosure Notice - Philip Bowman  2  pages  204.1KB
AM7,14/05/2026  2:40 pm,Â,Notification of expiry of unlisted options  1  page  253.7KB
GVF,14/05/2026  2:38 pm,Â,Update - Dividend/Distribution - GVF  5  pages  19.1KB
MA1,14/05/2026  2:34 pm,Â,Daily Estimate NTA for 13.05.2026  1  page  141.5KB
RRL,14/05/2026  2:30 pm,Â,Becoming a substantial holder from MS  417  pages  29.9MB
OPH,14/05/2026  2:28 pm,Â,Investment Update and NAV Report April 2026  4  pages  1.9MB
ECL,14/05/2026  2:27 pm,Â,Net Tangible Asset Backing - 30 April 2026  1  page  191.8KB
MCA,14/05/2026  2:26 pm,Â,Ceasing to be a substantial holder  2  pages  766.3KB
HUM,14/05/2026  2:18 pm,Â,Ceasing to be substantial holders  4  pages  257.0KB
HUM,14/05/2026  2:09 pm,Â,Change in substantial holding  2  pages  122.0KB
RCR,14/05/2026  1:59 pm,Â,Change of Director's Interest Notice x4  13  pages  2.3MB
SGH,14/05/2026  1:49 pm,Â,SGH Investor Day Webcast Registration  1  page  162.1KB
MVP,14/05/2026  1:47 pm,Â,Notification of cessation of securities - MVP  4  pages  14.7KB
RSG,14/05/2026  1:47 pm,,Trading Halt  2  pages  230.7KB
MEI,14/05/2026  1:31 pm,Â,Results of Meeting  2  pages  154.8KB
OML,14/05/2026  1:30 pm,Â,2026 Annual General Meeting - Results  2  pages  134.5KB
IMA,14/05/2026  1:12 pm,Â,Application for quotation of securities - IMA  6  pages  18.3KB
CPM,14/05/2026  1:09 pm,Â,Ceasing to be a substantial holder  3  pages  469.2KB
ALD,14/05/2026  1:07 pm,Â,2026 Annual General Meeting Results  2  pages  156.0KB
WES,14/05/2026  1:03 pm,Â,Advance Notice - Strategy Briefing Day - Sydney  1  page  99.5KB
RII,14/05/2026  12:58 pm,Â,April 2026 Investment Update  5  pages  628.9KB
RAC,14/05/2026  12:56 pm,Â,Appendix 3Y - Dr Daniel Tillett  2  pages  197.3KB
TIP,14/05/2026  12:55 pm,Â,Appendix 3Y - Malcolm Jones  3  pages  285.7KB
RAC,14/05/2026  12:50 pm,Â,Application for quotation of securities - RAC  8  pages  20.8KB
RCA,14/05/2026  12:48 pm,Â,April 2026 Investment Update  5  pages  696.8KB
NOL,14/05/2026  12:44 pm,Â,Application for quotation of securities - NOL  7  pages  21.3KB
CCL,14/05/2026  12:41 pm,Â,Appendix 3Y E Proust  2  pages  284.3KB
CCL,14/05/2026  12:40 pm,Â,Appendix 3Y T Vonhoff  2  pages  285.0KB
CCL,14/05/2026  12:38 pm,Â,Appendix 3Y B Cooney  2  pages  285.5KB
CCL,14/05/2026  12:36 pm,Â,Appendix 3Y W Stevenson  2  pages  305.6KB
CCL,14/05/2026  12:36 pm,Â,Appendix 3Y C Ogilvie  2  pages  284.6KB
CCL,14/05/2026  12:34 pm,Â,Appendix 3Y C Kennedy  2  pages  312.1KB
BWN,14/05/2026  12:33 pm,Â,Change of Interests of Substantial Holder - Velrosso Pty Ltd  3  pages  1.0MB
NOL,14/05/2026  12:29 pm,Â,Shares issued under Employee Share Purchase Plan  1  page  76.6KB
CTW,14/05/2026  12:25 pm,Â,CitiFirst ALL Instalments Dividend  1  page  100.3KB
PMM,14/05/2026  12:25 pm,Â,Change of Director's Interest Notice - Pervez  2  pages  417.4KB
CTW,14/05/2026  12:24 pm,Â,CitiFirst ALL Instalment MINI Dividend  1  page  103.6KB
PMM,14/05/2026  12:22 pm,Â,Cleansing Notice  1  page  205.6KB
FAU,14/05/2026  12:22 pm,Â,Addendum to 2026 Notice of Annual General Meeting  5  pages  912.6KB
PCI,14/05/2026  12:21 pm,Â,Daily Net Tangible Asset Statement  1  page  484.7KB
MA1,14/05/2026  12:18 pm,Â,Application for quotation of securities - MA1  6  pages  17.6KB
GLN,14/05/2026  12:17 pm,Â,Application for quotation of securities - GLN  6  pages  18.4KB
PMM,14/05/2026  12:16 pm,Â,Notification regarding unquoted securities - PMM  6  pages  19.8KB
RSG,14/05/2026  12:16 pm,,Pause in Trading  1  page  115.6KB
WZR,14/05/2026  12:13 pm,Â,Cleansing Notice  1  page  415.1KB
PMM,14/05/2026  12:13 pm,Â,Notification regarding unquoted securities - PMM  6  pages  18.6KB
PMM,14/05/2026  12:10 pm,Â,Notification regarding unquoted securities - PMM  6  pages  18.3KB
WZR,14/05/2026  12:09 pm,Â,Application for quotation of securities - WZR  6  pages  18.3KB
PMM,14/05/2026  12:06 pm,Â,Application for quotation of securities - PMM  6  pages  19.0KB
PMM,14/05/2026  12:02 pm,Â,Application for quotation of securities - PMM  6  pages  18.4KB
XF1,14/05/2026  12:01 pm,Â,Response to ASX 3Z Query  4  pages  409.4KB
UCM,14/05/2026  11:58 am,Â,Final Director's Interest Notice - Bernecker  2  pages  357.5KB
ATA,14/05/2026  11:58 am,Â,Change in substantial holding  5  pages  2.4MB
PEN,14/05/2026  11:58 am,,Investor Presentation  58  pages  4.4MB
PEN,14/05/2026  11:58 am,,Prospectus  99  pages  1.8MB
ALV,14/05/2026  11:58 am,Â,Application for quotation of securities - ALV  6  pages  18.4KB
PEN,14/05/2026  11:57 am,Â,Proposed issue of securities - PEN  6  pages  21.2KB
ALV,14/05/2026  11:57 am,Â,Application for quotation of securities - ALV  6  pages  18.4KB
PEN,14/05/2026  11:57 am,Â,Proposed issue of securities - PEN  5  pages  17.7KB
PEN,14/05/2026  11:57 am,Â,Proposed issue of securities - PEN  10  pages  32.6KB
TTT,14/05/2026  11:57 am,Â,Titomic Announces a European Strategic Advisory Group  2  pages  165.8KB
PEN,14/05/2026  11:57 am,Â,Proposed issue of securities - PEN  5  pages  18.7KB
PEN,14/05/2026  11:57 am,,Peninsula Secures US$56M Funding Package  9  pages  513.1KB
RMI,14/05/2026  11:37 am,Â,Change in substantial holding  3  pages  933.4KB
AAC,14/05/2026  11:34 am,Â,FY26 Full Year Results Webcast  1  page  144.6KB
NX1,14/05/2026  11:33 am,Â,Phase 1 IRX-616a Last Patient Last Dose  2  pages  128.4KB
UCM,14/05/2026  11:33 am,Â,Director Resignation - Bernecker  1  page  217.0KB
FGX,14/05/2026  11:31 am,Â,Kate Thorley Appendix 3Y  2  pages  233.6KB
