ASX Code,Date,Price sens.,Headline
IDA,11/04/2025  5:45 pm,Â,Change of Director's Interest Notice - BB  3  pages  201.1KB
GNM,11/04/2025  5:44 pm,Â,Change in substantial holding  2  pages  36.6KB
GC1,11/04/2025  5:43 pm,Â,NTA Estimate - 10 April 2025  1  page  118.0KB
IDA,11/04/2025  5:43 pm,Â,Deemed Breach of Listing Rule 10.11  2  pages  497.8KB
FBR,11/04/2025  5:41 pm,,Appointment of Mark Pivac as CEO and Board Changes  3  pages  203.2KB
RAI,11/04/2025  5:40 pm,Â,mFund - Removal from Settlement Service - RAI03  1  page  424.6KB
RAI,11/04/2025  5:40 pm,Â,mFund - Removal from Settlement Service - RAI02  1  page  424.8KB
RDY,11/04/2025  5:39 pm,Â,Becoming a substantial holder  8  pages  343.7KB
FLC,11/04/2025  5:39 pm,Â,Notification of cessation of securities - FLC  6  pages  18.7KB
BRK,11/04/2025  5:39 pm,Â,Letter to Shareholders regarding Annual General Meeting  1  page  213.2KB
BRK,11/04/2025  5:38 pm,Â,Notice of Annual General Meeting/Proxy Form  9  pages  343.3KB
PEC,11/04/2025  5:36 pm,Â,Becoming a substantial holder  3  pages  432.0KB
FRI,11/04/2025  5:36 pm,Â,Change of Directors Interest Notice M Chan  2  pages  192.7KB
FRI,11/04/2025  5:35 pm,Â,Change of Directors Interest Notice R Chan  2  pages  192.9KB
FRI,11/04/2025  5:35 pm,Â,Change of Directors Interest Notice J Chan  2  pages  192.9KB
NZS,11/04/2025  5:32 pm,Â,NZS 2025 AGM Notice of Meeting and Proxy From  29  pages  1.6MB
BRG,11/04/2025  5:29 pm,Â,Ceasing to be a substantial holder from MUFG  356  pages  2.1MB
NXD,11/04/2025  5:26 pm,Â,Notification regarding unquoted securities - NXD  8  pages  25.0KB
CVC,11/04/2025  5:21 pm,Â,Ceasing to be a substantial holder for TFL  3  pages  559.5KB
TFL,11/04/2025  5:21 pm,Â,Ceasing to be a substantial holder from CVC  3  pages  559.5KB
NZS,11/04/2025  5:16 pm,Â,Announcement of NZS 2024FY AGM  1  page  254.6KB
SGR,11/04/2025  5:16 pm,Â,Notification regarding unquoted securities - SGR  7  pages  23.5KB
SGR,11/04/2025  5:16 pm,Â,Update - Proposed issue of securities - SGR  6  pages  23.0KB
IBA,11/04/2025  5:16 pm,,REVISED ESTIMATED DISTRIBUTION ANNOUNCEMENT  2  pages  111.0KB
PPM,11/04/2025  5:15 pm,Â,Change of Director's Interest Notice  3  pages  280.2KB
SSG,11/04/2025  5:13 pm,Â,SSG - Change of Registry Address Notification  1  page  116.9KB
AQD,11/04/2025  5:11 pm,Â,Application for quotation of securities - AQD  6  pages  18.2KB
MMI,11/04/2025  5:11 pm,Â,Notification regarding unquoted securities - MMI  6  pages  18.4KB
MEC,11/04/2025  5:11 pm,Â,NTA at 31.03.2025 Pre-tax 1.1315 Post-tax 1.1193  1  page  210.2KB
CRS,11/04/2025  5:11 pm,Â,Initial Director's Interest Notice - Rob Waugh  2  pages  248.4KB
RG8,11/04/2025  5:10 pm,Â,Change in substantial holding - RPL  5  pages  348.3KB
MQG,11/04/2025  5:00 pm,Â,Notification of cessation of securities - MQG  4  pages  15.0KB
MQG,11/04/2025  5:00 pm,Â,Notification regarding unquoted securities - MQG  6  pages  19.3KB
AO1,11/04/2025  5:00 pm,,Appendix 4D and Half Year Financial Report  27  pages  6.2MB
MQG,11/04/2025  4:57 pm,Â,Notification regarding unquoted securities - MQG  5  pages  16.9KB
DEG,11/04/2025  4:55 pm,Â,Change in substantial holding  11  pages  283.6KB
IMU,11/04/2025  4:55 pm,Â,Notification of cessation of securities - IMU  6  pages  18.7KB
