ASX Code,Date,Price sens.,Headline
RXR,11/06/2025  6:10 pm,Â,Notification regarding unquoted securities - RXR  5  pages  16.9KB
BOT,11/06/2025  6:07 pm,Â,Notification regarding unquoted securities - BOT  8  pages  22.8KB
VNL,11/06/2025  6:05 pm,Â,Application for quotation of securities - VNL  7  pages  20.7KB
CTD,11/06/2025  6:03 pm,Â,Update - Notification of buy-back - CTD  6  pages  18.5KB
SIQ,11/06/2025  5:53 pm,Â,Becoming a substantial holder from MUFG  241  pages  1.5MB
RMS,11/06/2025  5:52 pm,Â,Completion of despatch of bidder's statement  2  pages  391.5KB
MYX,11/06/2025  5:49 pm,Â,Change in substantial holding from MUFG  6  pages  762.6KB
MAC,11/06/2025  5:47 pm,Â,Ceasing To Be Substantial Holder Notification  2  pages  231.0KB
FMR,11/06/2025  5:43 pm,Â,Release from Escrow  1  page  152.5KB
AMO,11/06/2025  5:38 pm,Â,Change of Director's Interest Notice  2  pages  1.1MB
NSR,11/06/2025  5:29 pm,Â,Quarterly Exit Statement Notification  1  page  644.0KB
MOT,11/06/2025  5:28 pm,Â,Daily Fund Update  1  page  600.6KB
MXT,11/06/2025  5:25 pm,Â,Daily Fund Update  1  page  606.6KB
TMG,11/06/2025  5:23 pm,Â,Application for quotation of securities - TMG  6  pages  18.2KB
ELT,11/06/2025  5:21 pm,Â,Becoming a substantial holder  6  pages  343.9KB
FBM,11/06/2025  5:19 pm,Â,Application for quotation of securities - FBM  6  pages  18.5KB
URF,11/06/2025  5:18 pm,Â,Weekly NAV Estimate  1  page  165.3KB
FBM,11/06/2025  5:17 pm,Â,Cleansing Statement  1  page  185.5KB
WEB,11/06/2025  5:07 pm,Â,Ceasing to be a substantial holder  3  pages  420.7KB
MXI,11/06/2025  5:05 pm,Â,Final Director's Interest Notice  2  pages  237.5KB
AQC,11/06/2025  4:55 pm,Â,Becoming a substantial holder  4  pages  208.5KB
MAF,11/06/2025  4:53 pm,Â,Appendix 3Y - Andrew Pridham  4  pages  266.9KB
AII,11/06/2025  4:52 pm,Â,Cleansing Statement  3  pages  285.0KB
AII,11/06/2025  4:51 pm,Â,Application for quotation of securities - AII  9  pages  22.5KB
TLS,11/06/2025  4:50 pm,Â,Update - Notification of buy-back - TLS  6  pages  18.4KB
TLX,11/06/2025  4:48 pm,,Telix Investor Day Presentation  127  pages  8.9MB
ING,11/06/2025  4:47 pm,Â,Change in substantial holding  4  pages  322.3KB
ACL,11/06/2025  4:45 pm,Â,Change in substantial holding  3  pages  234.1KB
AQN,11/06/2025  4:45 pm,Â,Change of Director's Interest - DK  2  pages  161.9KB
AQN,11/06/2025  4:44 pm,Â,Change of Director's Interest - GP  3  pages  169.2KB
MAQ,11/06/2025  4:44 pm,Â,Ceasing to be a substantial holder  4  pages  229.6KB
RUL,11/06/2025  4:42 pm,Â,Application for quotation of securities - RUL  6  pages  18.3KB
ZEO,11/06/2025  4:42 pm,Â,Application for quotation of securities - ZEO  6  pages  18.2KB
RUL,11/06/2025  4:41 pm,Â,Employee Share Option Plan Notice  1  page  568.4KB
OVT,11/06/2025  4:36 pm,Â,Secondary Trading Notice  1  page  82.2KB
MQG,11/06/2025  4:36 pm,Â,s259C Disclosure  25  pages  405.8KB
ACL,11/06/2025  4:34 pm,Â,Change in substantial holding  4  pages  225.5KB
AQN,11/06/2025  4:34 pm,Â,Change of Director's Interest - AM  2  pages  171.2KB
TMG,11/06/2025  4:34 pm,Â,Proposed issue of securities - TMG  8  pages  26.6KB
TMG,11/06/2025  4:33 pm,Â,Cleansing Prospectus  32  pages  501.7KB
VSR,11/06/2025  4:32 pm,Â,Change of Director's Interest Notice - D Raihani  2  pages  249.2KB
CTW,11/06/2025  4:31 pm,Â,CitiFirst MINIs Stop Loss Trigger Event 11 June 2025  1  page  86.6KB
OVT,11/06/2025  4:30 pm,Â,Application for quotation of securities - OVT  6  pages  19.0KB
CTW,11/06/2025  4:29 pm,Â,CitiFirst MINIs Strike Changes effective 12 Jun 25  36  pages  3.1MB
CTW,11/06/2025  4:28 pm,Â,CitiFirst Instalment MINI Strike Changes effective 12 Jun 25  10  pages  1.1MB
HPR,11/06/2025  4:28 pm,Â,Appendix 3Y  2  pages  157.5KB
AQN,11/06/2025  4:25 pm,Â,Change of Director's Interest - BM  2  pages  168.8KB
AQN,11/06/2025  4:24 pm,Â,Change of Director's Interest - AA  2  pages  165.7KB
AVH,11/06/2025  4:23 pm,Â,Update - Notification regarding unquoted securities - AVH  12  pages  35.2KB
AZY,11/06/2025  4:19 pm,Â,Proposed issue of securities - AZY  5  pages  17.5KB
PIC,11/06/2025  4:18 pm,Â,Daily Net Tangible Asset Statement  1  page  232.8KB
1CG,11/06/2025  4:16 pm,Â,Notification regarding unquoted securities - 1CG  6  pages  20.1KB
NC6,11/06/2025  4:05 pm,Â,Notification regarding unquoted securities - NC6  7  pages  20.9KB
PIA,11/06/2025  4:01 pm,Â,Update - Dividend/Distribution - PIA  5  pages  18.8KB
SPR,11/06/2025  4:00 pm,Â,Ceasing to be a substantial holder  9  pages  895.0KB
A1N,11/06/2025  3:53 pm,Â,Change of Director's Interest Notice - Belinda Rowe  2  pages  281.3KB
CYG,11/06/2025  3:53 pm,Â,Change of Director's Interest Notice - N Cathie  3  pages  141.4KB
A1N,11/06/2025  3:53 pm,Â,Change of Director's Interest Notice - Brent Cubis  2  pages  280.9KB
ALM,11/06/2025  3:52 pm,,Response to ASX Price Query  3  pages  469.8KB
CDR,11/06/2025  3:52 pm,Â,Notification of cessation of securities - CDR  4  pages  15.4KB
A1N,11/06/2025  3:48 pm,Â,Change of Director's Interest Notice - Hamish McLennan  2  pages  281.2KB
CUF,11/06/2025  3:45 pm,Â,Change of Director's Interest Notice (T Sage)  3  pages  377.9KB
ALL,11/06/2025  3:42 pm,Â,Change of Director's Interest Notice - B Lance  2  pages  188.8KB
GCQ,11/06/2025  3:38 pm,Â,Monthly Portfolio & Performance Update - May 2025  5  pages  426.1KB
A11,11/06/2025  3:34 pm,Â,Leadership Streamlining and Cost Reductions  3  pages  1.3MB
PRX,11/06/2025  3:25 pm,Â,Exploration Grant for Diamond Drilling at Hyperion Received  10  pages  3.7MB
EVE,11/06/2025  3:20 pm,,Prospectus  28  pages  479.7KB
PMC,11/06/2025  3:11 pm,Â,Weekly Net Tangible Asset Backing  1  page  147.9KB
PAI,11/06/2025  3:11 pm,Â,Weekly Net Tangible Asset Backing  1  page  126.6KB
FDV,11/06/2025  3:07 pm,Â,Notice under ASX Listing Rule 3.10A  1  page  547.8KB
CMM,11/06/2025  2:49 pm,,Final Hedge Book Closure  2  pages  169.3KB
AVH,11/06/2025  2:48 pm,Â,Change of Director's Interest Notice - LP JR JC SC CV RM JC  24  pages  2.5MB
SHV,11/06/2025  2:45 pm,Â,Change of Director's Interest Notice (M Zabel - corrected)  2  pages  278.0KB
PDN,11/06/2025  2:45 pm,Â,Notification regarding unquoted securities - PDN  6  pages  18.8KB
SPR,11/06/2025  2:44 pm,,Dispatch of Transaction Booklet  3  pages  181.3KB
RMS,11/06/2025  2:44 pm,,SPR: Dispatch of Transaction Booklet  3  pages  181.3KB
AVH,11/06/2025  2:44 pm,Â,Notice under section 708A(5)(e) of the Corporations Act  2  pages  191.9KB
