ASX Code,Date,Price sens.,Headline
FPC,14/10/2024  4:48 pm,Â,Net Tangible Asset Backing  6  pages  424.5KB
MGO,14/10/2024  4:48 pm,Â,MGOC Fund Update - September 2024  5  pages  593.9KB
SWF,14/10/2024  4:47 pm,Â,Notice of 2024 Annual General Meeting  15  pages  531.1KB
AGP,14/10/2024  4:47 pm,Â,mFund - Monthly Redemption Report - AGP02 - AGP02  1  page  144.0KB
AGP,14/10/2024  4:46 pm,Â,mFund - Monthly Redemption Report - AGP01 - AGP01  1  page  147.2KB
SDF,14/10/2024  4:45 pm,Â,Notification regarding unquoted securities - SDF  6  pages  18.2KB
SPM,14/10/2024  4:45 pm,Â,mFund - Monthly Redemption Report - SPM03 - SPM03  1  page  101.7KB
SPM,14/10/2024  4:44 pm,Â,mFund - Monthly Redemption Report - SPM02 - SPM02  1  page  101.8KB
SPM,14/10/2024  4:44 pm,Â,mFund - Monthly Redemption Report - SPM01 - SPM01  1  page  101.9KB
CTW,14/10/2024  4:43 pm,Â,CitiFirst Instalment MINIs Strike Changes Effective 15 Oct24  11  pages  1.3MB
TMK,14/10/2024  4:42 pm,Â,Application for quotation of securities - TMK  6  pages  18.6KB
CTW,14/10/2024  4:42 pm,Â,CitiFirst MINIs Strike Changes Effective 15 October 2024  35  pages  3.1MB
SYR,14/10/2024  4:42 pm,Â,Notification of cessation of securities - SYR  4  pages  14.7KB
HAW,14/10/2024  4:42 pm,Â,HAW Notice of Annual General Meeting  8  pages  367.8KB
SOL,14/10/2024  4:41 pm,Â,Change of Director's Interest Notice - R Millner  3  pages  316.4KB
HAW,14/10/2024  4:41 pm,Â,HAW 2024 Annual Report  54  pages  5.0MB
HM1,14/10/2024  4:41 pm,Â,Update - Dividend/Distribution - HM1  5  pages  19.1KB
FTR,14/10/2024  4:40 pm,Â,mFund - Monthly Redemption Report - FTR01 - FTR01  1  page  96.0KB
IMU,14/10/2024  4:40 pm,Â,Notification regarding unquoted securities - IMU  9  pages  24.4KB
FTR,14/10/2024  4:40 pm,Â,mFund - Monthly Redemption Report - FTR02 - FTR02  1  page  95.9KB
FTR,14/10/2024  4:39 pm,Â,mFund - Monthly Redemption Report - FTR03 - FTR03  1  page  96.2KB
HAW,14/10/2024  4:38 pm,Â,Appendix 4G and Corporate Governance Statement  25  pages  626.2KB
BPM,14/10/2024  4:38 pm,Â,Update - Proposed issue of securities - BPM  6  pages  21.8KB
MHJ,14/10/2024  4:37 pm,Â,Change of Director's Interest Notice - Daniel Bracken  2  pages  283.3KB
IMU,14/10/2024  4:37 pm,Â,Notification of cessation of securities - IMU  6  pages  19.3KB
IMU,14/10/2024  4:36 pm,Â,Application for quotation of securities - IMU  8  pages  21.0KB
SGR,14/10/2024  4:36 pm,Â,Notification of cessation of securities - SGR  4  pages  14.8KB
PFT,14/10/2024  4:35 pm,Â,Final Director's Interest Notice - Michael Cooper  2  pages  133.3KB
PFT,14/10/2024  4:35 pm,Â,Initial Director's Interest Notice - Robert Knight  2  pages  133.9KB
FTZ,14/10/2024  4:33 pm,Â,Notification of cessation of securities - FTZ  4  pages  14.7KB
KZR,14/10/2024  4:32 pm,Â,Application for quotation of securities - KZR  6  pages  18.9KB
A1M,14/10/2024  4:31 pm,Â,Ceasing to be a substantial holder  4  pages  289.9KB
ACF,14/10/2024  4:30 pm,Â,Change of Director's Interest Notice - SB  2  pages  5.4KB
ACF,14/10/2024  4:28 pm,Â,Application for quotation of securities - ACF  8  pages  25.1KB
ADX,14/10/2024  4:28 pm,Â,Application for quotation of securities - ADX  8  pages  20.8KB
IMU,14/10/2024  4:28 pm,Â,Notice of Annual General Meeting/Proxy Form  47  pages  1.1MB
WZR,14/10/2024  4:28 pm,Â,Notification of cessation of securities - WZR  4  pages  14.7KB
IXC,14/10/2024  4:26 pm,Â,Letter to Shareholders AGM  2  pages  131.5KB
ADH,14/10/2024  4:25 pm,Â,Change of Director's Interest Notice - K Grant  2  pages  220.9KB
PYC,14/10/2024  4:24 pm,,Notice of Annual General Meeting/Proxy Form  17  pages  807.3KB
FCT,14/10/2024  4:24 pm,Â,Notification of cessation of securities - FCT  4  pages  14.9KB
IXC,14/10/2024  4:23 pm,Â,Notice of Annual General Meeting  18  pages  310.1KB
JHP,14/10/2024  4:23 pm,Â,Distribution Tax estimate  2  pages  196.8KB
CTW,14/10/2024  4:22 pm,Â,CitiFirst PDS 67 x Intl Index and FX MINIs Issue Date 151024  69  pages  529.2KB
TGF,14/10/2024  4:21 pm,Â,September 2024 - NTA Statement  4  pages  765.8KB
JPE,14/10/2024  4:21 pm,Â,Distribution Tax estimate  2  pages  197.1KB
MEC,14/10/2024  4:21 pm,Â,NTA at 04.10.2024 Pre-tax 1.1146 Post-tax 1.1083  1  page  210.0KB
CTW,14/10/2024  4:19 pm,Â,CitiFirst MAP 67 x Intl Index and FX MINIs Issue Date 151024  2  pages  85.5KB
JPH,14/10/2024  4:18 pm,Â,Distribution Tax estimate  2  pages  197.2KB
CAZ,14/10/2024  4:18 pm,Â,Notification of cessation of securities - CAZ  4  pages  14.7KB
CTW,14/10/2024  4:15 pm,Â,CitiFirst MINIs Stop Loss Event Trigger 14 Oct 24  1  page  87.3KB
LNY,14/10/2024  4:13 pm,Â,September 2024 Quarterly Report  2  pages  222.4KB
GND,14/10/2024  4:10 pm,Â,Product Disclosure Statement  54  pages  1.1MB
IMM,14/10/2024  4:07 pm,Â,Appendix 3Z - Anne Anderson  2  pages  110.2KB
FGL,14/10/2024  4:07 pm,Â,Application for quotation of securities - FGL  6  pages  18.3KB
BET,14/10/2024  4:03 pm,Â,Application for quotation of securities - BET  6  pages  18.8KB
BET,14/10/2024  4:03 pm,Â,Cleansing Statement  1  page  88.8KB
MFF,14/10/2024  4:02 pm,Â,Weekly NTA  1  page  60.7KB
PIC,14/10/2024  4:01 pm,Â,Daily Net Tangible Asset Statement  1  page  231.5KB
G50,14/10/2024  4:01 pm,Â,New Targets to follow up 6m at 546 g/t Silver Amended  18  pages  1.6MB
MRE,14/10/2024  3:59 pm,Â,Distribution Schedule  1  page  65.9KB
CHL,14/10/2024  3:59 pm,Â,Notice of Annual General Meeting/Proxy Form  24  pages  756.9KB
NXL,14/10/2024  3:59 pm,Â,Notification of cessation of securities - NXL  5  pages  16.9KB
MRE,14/10/2024  3:58 pm,Â,Top 20 Holders  2  pages  70.7KB
MRE,14/10/2024  3:57 pm,Â,ASX Listing Rule waivers granted  4  pages  187.8KB
MRE,14/10/2024  3:57 pm,Â,Trading Policy  9  pages  577.1KB
NXL,14/10/2024  3:56 pm,Â,Notification regarding unquoted securities - NXL  5  pages  16.6KB
MRE,14/10/2024  3:56 pm,Â,Corporate Governance Statement  7  pages  171.9KB
MRE,14/10/2024  3:55 pm,Â,Proforma statement of financial position & capital structure  1  page  190.8KB
MRE,14/10/2024  3:54 pm,Â,Metrics Real Estate MultiStrategy Passive Trust constitution  64  pages  8.4MB
MRE,14/10/2024  3:52 pm,Â,Metrics Real Estate Multi-Strategy Active Trust constitution  64  pages  8.6MB
TMG,14/10/2024  3:52 pm,Â,Notice of General Meeting/Proxy Form/Notice of Access  24  pages  566.0KB
MRE,14/10/2024  3:51 pm,Â,Product Disclosure Statement  202  pages  2.2MB
MRE,14/10/2024  3:50 pm,Â,"Appendix 1A, Information Form and Checklist and Annexures  24  pages  809.8KB"
MRE,14/10/2024  3:48 pm,Â,Admission and Quotation  2  pages  118.1KB
SGI,14/10/2024  3:44 pm,Â,Confirmation of DRP issue price for FY2024 Dividend  1  page  296.9KB
SGI,14/10/2024  3:38 pm,Â,Update - Dividend/Distribution - SGI  5  pages  18.9KB
CIN,14/10/2024  3:35 pm,Â,Notification of cessation of securities - CIN  4  pages  14.6KB
KZR,14/10/2024  3:30 pm,Â,Kalamazoo Share Purchase Plan Completed  2  pages  312.6KB
MRL,14/10/2024  3:29 pm,Â,Appendix 3Y - Richard Pegum  3  pages  309.9KB
MEC,14/10/2024  3:28 pm,Â,MEC Monthly Performance Report September 2024  6  pages  609.4KB
CAM,14/10/2024  3:26 pm,Â,Net Tangible Asset Backing 11 October 2024  1  page  137.3KB
FGG,14/10/2024  3:25 pm,Â,September 2024 Investment Update  8  pages  2.3MB
FGX,14/10/2024  3:24 pm,Â,September 2024 Investment Update  8  pages  2.4MB
ARG,14/10/2024  3:23 pm,Â,Becoming a substantial holder for AOV  2  pages  203.2KB
AOV,14/10/2024  3:23 pm,Â,Becoming a substantial holder from ARG  2  pages  203.2KB
XPN,14/10/2024  3:21 pm,Â,Notification regarding unquoted securities - XPN  6  pages  18.9KB
MAH,14/10/2024  3:18 pm,,Decmil Secures $123m Road Upgrade Contract  2  pages  180.6KB
RAI,14/10/2024  3:17 pm,Â,mFund - Monthly Redemption Report - RAI05  1  page  215.1KB
RAI,14/10/2024  3:17 pm,Â,mFund - Monthly Redemption Report - RAI04  1  page  215.1KB
CE1,14/10/2024  3:16 pm,Â,General Meeting Results  2  pages  484.2KB
RAI,14/10/2024  3:16 pm,Â,mFund - Monthly Redemption Report - RAI03  1  page  215.4KB
RAI,14/10/2024  3:15 pm,Â,mFund - Monthly Redemption Report - RAI02  1  page  215.3KB
RAI,14/10/2024  3:15 pm,Â,mFund - Distribution - RAI05  1  page  195.6KB
RAI,14/10/2024  3:15 pm,Â,mFund - Monthly Redemption Report - RAI01  1  page  215.3KB
BCA,14/10/2024  3:15 pm,Â,Cleansing Notice  1  page  230.8KB
RAI,14/10/2024  3:15 pm,Â,mFund - Distribution - RAI04  1  page  216.6KB
RAI,14/10/2024  3:15 pm,Â,mFund - Distribution - RAI03  1  page  216.9KB
RAI,14/10/2024  3:15 pm,Â,mFund - Distribution - RAI02  1  page  216.9KB
RAI,14/10/2024  3:15 pm,Â,mFund - Distribution - RAI01  1  page  217.1KB
CUF,14/10/2024  3:14 pm,Â,Notification of cessation of securities - CUF  4  pages  14.7KB
MFD,14/10/2024  3:14 pm,Â,Change of Director's Interest Notice  3  pages  227.5KB
BCA,14/10/2024  3:12 pm,Â,Application for quotation of securities - BCA  6  pages  18.9KB
ATA,14/10/2024  3:12 pm,Â,Sale of Shares by Executive Director and CEO  1  page  149.2KB
URF,14/10/2024  3:12 pm,Â,Monthly NAV Update  2  pages  523.4KB
ANO,14/10/2024  3:11 pm,Â,Results of Meeting  1  page  115.1KB
BCA,14/10/2024  3:10 pm,Â,Application for quotation of securities - BCA  6  pages  18.0KB
ICL,14/10/2024  3:10 pm,Â,Results of Meeting  2  pages  205.7KB
ATA,14/10/2024  3:04 pm,Â,Change of Director's Interest Notice  3  pages  235.2KB
CC9,14/10/2024  3:02 pm,Â,Change of Director's Interest Notice  3  pages  188.9KB
OPN,14/10/2024  3:00 pm,Â,Deed Administrators' Update - DOCA Executed  1  page  140.7KB
AFL,14/10/2024  2:59 pm,,Armstrong Legal Family and Criminal Practices Acquisition  2  pages  126.0KB
VNT,14/10/2024  2:59 pm,Â,Notification regarding unquoted securities - VNT  6  pages  18.3KB
VNT,14/10/2024  2:57 pm,Â,Notification of cessation of securities - VNT  4  pages  14.7KB
VNT,14/10/2024  2:56 pm,Â,Notification of cessation of securities - VNT  4  pages  14.7KB
VNT,14/10/2024  2:55 pm,Â,Notification of cessation of securities - VNT  4  pages  14.7KB
SNG,14/10/2024  2:50 pm,,Siren Rejects NBIO Proposal from Federation Mining  1  page  259.0KB
NAG,14/10/2024  2:48 pm,,Replacement Announcement Drilling of Gold-Antimony Resource  11  pages  1.3MB
SLC,14/10/2024  2:47 pm,Â,SLC - Cleansing Notice  2  pages  554.5KB
SLC,14/10/2024  2:42 pm,Â,Application for quotation of securities - SLC  6  pages  18.8KB
SLC,14/10/2024  2:41 pm,Â,Achievement of Milestone 2 of the Origin Contract  2  pages  152.3KB
D2O,14/10/2024  2:39 pm,Â,Update - Dividend/Distribution - D2O  5  pages  18.9KB
TWD,14/10/2024  2:35 pm,Â,Results of Meeting  1  page  135.6KB
NVA,14/10/2024  2:33 pm,Â,Notice of Annual General Meeting/Proxy Form  34  pages  1.1MB
LMA,14/10/2024  2:32 pm,Â,mFund - Distribution - LMA05  1  page  216.9KB
29M,14/10/2024  2:30 pm,Â,September Quarter 2024 - Conference Call Advisory  1  page  223.5KB
LMA,14/10/2024  2:30 pm,Â,mFund - Distribution - LMA20  1  page  245.8KB
OAR,14/10/2024  2:29 pm,,Response to ASX Price Query  3  pages  715.4KB
HLX,14/10/2024  2:28 pm,Â,Change in substantial holding  3  pages  160.5KB
CR1,14/10/2024  2:26 pm,Â,Notice of Annual General Meeting/Proxy Form  19  pages  647.6KB
LMA,14/10/2024  2:21 pm,Â,mFund - Monthly Redemption Report - LMA21  1  page  215.2KB
LMA,14/10/2024  2:20 pm,Â,mFund - Monthly Redemption Report - LMA20  1  page  215.2KB
LMA,14/10/2024  2:20 pm,Â,mFund - Monthly Redemption Report - LMA19  1  page  214.5KB
LMA,14/10/2024  2:20 pm,Â,mFund - Monthly Redemption Report - LMA18  1  page  215.4KB
LMA,14/10/2024  2:19 pm,Â,mFund - Monthly Redemption Report - LMA17  1  page  215.0KB
LMA,14/10/2024  2:19 pm,Â,mFund - Monthly Redemption Report - LMA16  1  page  214.6KB
LMA,14/10/2024  2:18 pm,Â,mFund - Monthly Redemption Report - LMA15  1  page  215.0KB
LMA,14/10/2024  2:18 pm,Â,mFund - Monthly Redemption Report - LMA14  1  page  215.2KB
LMA,14/10/2024  2:18 pm,Â,mFund - Monthly Redemption Report - LMA13  1  page  216.3KB
LMA,14/10/2024  2:17 pm,Â,mFund - Monthly Redemption Report - LMA12  1  page  214.8KB
LMA,14/10/2024  2:16 pm,Â,mFund - Monthly Redemption Report - LMA11  1  page  215.0KB
LMA,14/10/2024  2:16 pm,Â,mFund - Monthly Redemption Report - LMA10  1  page  215.1KB
LMA,14/10/2024  2:16 pm,Â,mFund - Monthly Redemption Report - LMA07  1  page  215.1KB
LMA,14/10/2024  2:15 pm,Â,mFund - Monthly Redemption Report - LMA06  1  page  215.2KB
LMA,14/10/2024  2:15 pm,Â,mFund - Monthly Redemption Report - LMA05  1  page  214.7KB
LMA,14/10/2024  2:15 pm,Â,mFund - Monthly Redemption Report - LMA04  1  page  226.4KB
LMA,14/10/2024  2:15 pm,Â,mFund - Monthly Redemption Report - LMA02  1  page  215.0KB
ARG,14/10/2024  2:14 pm,Â,Weekly NTA estimate - Fri 11.10.24  1  page  438.6KB
LMA,14/10/2024  2:13 pm,Â,mFund - Monthly Redemption Report - LMA01  1  page  215.1KB
LMA,14/10/2024  2:13 pm,Â,mFund - Distribution - LMA21  1  page  217.2KB
LMA,14/10/2024  2:13 pm,Â,mFund - Removal from Settlement Service - LMA20  1  page  217.6KB
LMA,14/10/2024  2:13 pm,Â,mFund - Distribution - LMA19  1  page  217.3KB
LMA,14/10/2024  2:12 pm,Â,mFund - Distribution - LMA18  1  page  217.3KB
LMA,14/10/2024  2:12 pm,Â,mFund - Distribution - LMA17  1  page  217.0KB
HCF,14/10/2024  2:12 pm,Â,AGM Presentation - 2024  19  pages  1.7MB
LMA,14/10/2024  2:11 pm,Â,mFund - Distribution - LMA16  1  page  216.7KB
LMA,14/10/2024  2:11 pm,Â,mFund - Distribution - LMA15  1  page  217.1KB
LMA,14/10/2024  2:10 pm,Â,mFund - Distribution - LMA14  1  page  217.6KB
LMA,14/10/2024  2:10 pm,Â,mFund - Distribution - LMA13  1  page  218.2KB
LMA,14/10/2024  2:09 pm,Â,mFund - Distribution - LMA12  1  page  216.9KB
MEK,14/10/2024  2:09 pm,Â,Results of General Meeting of Shareholders  2  pages  108.6KB
LMA,14/10/2024  2:08 pm,Â,mFund - Distribution - LMA11  1  page  217.2KB
LMA,14/10/2024  2:08 pm,Â,mFund - Distribution - LMA10  1  page  217.1KB
LMA,14/10/2024  2:07 pm,Â,mFund - Distribution - LMA07  1  page  217.3KB
LMA,14/10/2024  2:06 pm,Â,mFund - Distribution - LMA06  1  page  217.2KB
LMA,14/10/2024  2:06 pm,Â,mFund - Distribution - LMA04  1  page  217.5KB
LMA,14/10/2024  2:06 pm,Â,mFund - Distribution - LMA02  1  page  217.6KB
LMA,14/10/2024  2:05 pm,Â,mFund - Distribution - LMA01  1  page  217.5KB
TNJ,14/10/2024  2:05 pm,Â,Torrens Series 2015-1 Trust Class A1 and Class A2 Notes  5  pages  479.2KB
XAM,14/10/2024  2:04 pm,Â,Webinar Presentation - Kharmagtai PFS Outcomes  27  pages  3.3MB
PPC,14/10/2024  2:02 pm,Â,Notification regarding unquoted securities - PPC  5  pages  16.8KB
GC1,14/10/2024  2:00 pm,Â,September Monthly NTA and Investment Report  3  pages  393.4KB
ZIP,14/10/2024  2:00 pm,Â,Notification of cessation of securities - ZIP  5  pages  18.2KB
GCI,14/10/2024  1:50 pm,Â,Net Tangible Asset Backing  1  page  250.3KB
TYX,14/10/2024  1:43 pm,Â,Letter to Shareholders  2  pages  130.2KB
ASE,14/10/2024  1:42 pm,Â,Notice of Annual General Meeting  16  pages  429.6KB
TYX,14/10/2024  1:41 pm,Â,Notice of Annual General Meeting/Proxy Form  19  pages  487.0KB
NMT,14/10/2024  1:40 pm,Â,Annual Report to Shareholders  106  pages  10.2MB
XAM,14/10/2024  1:38 pm,Â,Webinar Invitation - Kharmagtai PFS Presentation  2  pages  185.7KB
TOY,14/10/2024  1:36 pm,Â,Notification regarding unquoted securities - TOY  8  pages  23.4KB
WAF,14/10/2024  1:33 pm,Â,Ceasing to be a substantial holder  2  pages  214.5KB
PFE,14/10/2024  1:31 pm,Â,Notice of Annual General Meeting/Proxy Form  28  pages  509.5KB
INF,14/10/2024  1:25 pm,Â,Shareholder Letter - 2024 Annual General Meeting  2  pages  563.8KB
INF,14/10/2024  1:24 pm,Â,Notice of Annual General Meeting/Proxy Form  22  pages  532.9KB
EUR,14/10/2024  1:19 pm,Â,Annual General Meeting Information  1  page  114.1KB
OAU,14/10/2024  1:17 pm,Â,Release of Remaining Voluntary Escrowed Securities  1  page  69.0KB
ADN,14/10/2024  1:08 pm,Â,Application for quotation of securities - ADN  6  pages  18.4KB
VEU,14/10/2024  1:07 pm,Â,Distribution FX Rate Announcement  2  pages  100.9KB
ADN,14/10/2024  1:03 pm,Â,Application for quotation of securities - ADN  7  pages  22.5KB
XAM,14/10/2024  1:01 pm,,"Kharmagtai Maiden Ore Reserve, Updated Mineral Resource  44  pages  2.2MB"
XAM,14/10/2024  1:01 pm,,Pre-Feasibility Study Kharmagtai Copper-Gold Project  99  pages  5.3MB
VKA,14/10/2024  12:59 pm,Â,Notice of Annual General Meeting/Proxy Form  22  pages  898.1KB
TEK,14/10/2024  12:57 pm,Â,Net Tangible Asset Backing September 2024 with commentary  2  pages  199.4KB
OZZ,14/10/2024  12:56 pm,Â,Extension of Voluntary Suspension Request  1  page  158.1KB
EEL,14/10/2024  12:56 pm,Â,Virgo Project Update  2  pages  549.2KB
BTR,14/10/2024  12:55 pm,,AME: Scheme Booklet registered by ASIC  523  pages  7.6MB
AME,14/10/2024  12:55 pm,,Scheme Booklet registered by ASIC  523  pages  7.6MB
PMF,14/10/2024  12:49 pm,Â,mFund - Removal from Settlement Service - PMF06  1  page  112.9KB
BPP,14/10/2024  12:48 pm,Â,Change of Director's Interest Notice  2  pages  238.2KB
BPP,14/10/2024  12:46 pm,Â,Change of Director's Interest Notice  2  pages  239.2KB
BPP,14/10/2024  12:46 pm,Â,Change of Director's Interest Notice  2  pages  239.9KB
BPP,14/10/2024  12:45 pm,Â,Change of Director's Interest Notice  2  pages  240.0KB
INA,14/10/2024  12:44 pm,Â,Notice of Meeting - 2024 Annual General Meeting  22  pages  539.4KB
DEV,14/10/2024  12:43 pm,Â,Notification of cessation of securities - DEV  4  pages  15.3KB
WBC,14/10/2024  12:38 pm,Â,Notification of cessation of securities - WBC  5  pages  16.6KB
TRE,14/10/2024  12:37 pm,Â,Change of Director's Interest Notice x 3  7  pages  354.9KB
WBC,14/10/2024  12:36 pm,Â,Notification regarding unquoted securities - WBC  7  pages  19.6KB
WBC,14/10/2024  12:34 pm,Â,Notification regarding unquoted securities - WBC  8  pages  21.4KB
PNM,14/10/2024  12:32 pm,Â,Request for Further Extension of Voluntary Suspension  1  page  190.2KB
LDX,14/10/2024  12:28 pm,Â,Cancel - Proposed issue of securities - LDX  5  pages  19.3KB
FID,14/10/2024  12:26 pm,Â,Delayed Notice - App 3Z - Final Director's Notice - RB  3  pages  347.7KB
PCI,14/10/2024  12:17 pm,Â,Daily Net Tangible Asset Statement  1  page  477.0KB
MOT,14/10/2024  12:15 pm,Â,Daily Fund Update  1  page  153.2KB
SFX,14/10/2024  12:14 pm,Â,2024 Annual Report  84  pages  2.2MB
MQG,14/10/2024  12:11 pm,Â,Notification of cessation of securities - MQG  4  pages  15.0KB
MQG,14/10/2024  12:10 pm,Â,Notification regarding unquoted securities - MQG  6  pages  19.4KB
KBC,14/10/2024  12:10 pm,Â,Initial Director's Interest Notice - Richard Dukes  2  pages  144.0KB
MQG,14/10/2024  12:08 pm,Â,Notification regarding unquoted securities - MQG  5  pages  17.0KB
PTX,14/10/2024  12:06 pm,Â,Notice of Annual General Meeting/Proxy Form  22  pages  1.9MB
MXT,14/10/2024  12:03 pm,Â,Daily Fund Update  1  page  611.0KB
ADN,14/10/2024  12:03 pm,Â,Top 20 Security Holders - ADNOC  2  pages  139.4KB
TGF,14/10/2024  12:02 pm,Â,Estimated Weekly NTA as of 11 October 2024  1  page  192.9KB
VMM,14/10/2024  12:01 pm,Â,Annual General Meeting Details  1  page  277.8KB
TMK,14/10/2024  12:00 pm,Â,Drilling Update and Investor Webinar  1  page  108.8KB
RF1,14/10/2024  11:56 am,Â,Webinar Invitation October 2024  1  page  184.8KB
ADN,14/10/2024  11:55 am,Â,Distribution Schedule - ADNOC  1  page  185.6KB
MM8,14/10/2024  11:54 am,Â,s708A Notice - Issue of Shares  1  page  159.3KB
PIQ,14/10/2024  11:54 am,Â,Notification of cessation of securities - PIQ  4  pages  15.3KB
WBT,14/10/2024  11:52 am,Â,Notification of cessation of securities - WBT  4  pages  15.5KB
MM8,14/10/2024  11:52 am,Â,Application for quotation of securities - MM8  6  pages  18.6KB
CCE,14/10/2024  11:51 am,Â,Notification of cessation of securities - CCE  4  pages  14.8KB
GEN,14/10/2024  11:44 am,Â,Completion of Tranche 1 Placement  3  pages  276.5KB
SER,14/10/2024  11:43 am,Â,Section 708A Cleansing Statement  1  page  293.2KB
SER,14/10/2024  11:41 am,Â,Notification regarding unquoted securities - SER  6  pages  18.6KB
PHO,14/10/2024  11:40 am,Â,Results of General Meeting  2  pages  336.8KB
KMD,14/10/2024  11:37 am,Â,Change in substantial holding  6  pages  202.5KB
SER,14/10/2024  11:37 am,Â,Application for quotation of securities - SER  6  pages  18.3KB
EXL,14/10/2024  11:37 am,Â,Change in substantial holding  3  pages  89.7KB
ADN,14/10/2024  11:34 am,,Results of Entitlement Offer  1  page  148.1KB
TOY,14/10/2024  11:32 am,Â,Cleansing Notice  10  pages  603.0KB
TOY,14/10/2024  11:32 am,,Convertible Securities Agreement Drawdown  2  pages  466.4KB
NSC,14/10/2024  11:30 am,Â,Notice of Annual General Meeting & Proxy Form  8  pages  360.8KB
NAC,14/10/2024  11:29 am,Â,Notice of Annual General Meeting & Proxy Form  8  pages  361.9KB
NCC,14/10/2024  11:28 am,Â,Notice of Annual General Meeting & Proxy Form  8  pages  347.0KB
LMG,14/10/2024  11:26 am,Â,Proposed issue of securities - LMG  5  pages  17.0KB
GEN,14/10/2024  11:22 am,Â,Section 708A Notice  1  page  106.0KB
SNG,14/10/2024  11:22 am,,Siren Receives NBIO Merger Proposal from Federation Mining  4  pages  554.9KB
